env_id,genotype,dry_g,fresh_g,water_fraction,peak_dose
MI2020,PI656036,32.862,99.1567,0.6685851788129294,0.0
MI2021,PI656036,44.3,102.7609,0.5689021797201076,0.0
MI2020+MI2021,PI656036,38.581,100.9588,0.6187436792665185,0.0
MI2020,PI656037,34.22,99.3269,0.6554810428997583,0.0
MI2021,PI656037,16.4,38.0206,0.5686548870875263,0.0
MI2020+MI2021,PI656037,25.31,68.67375,0.6120679649936422,0.0
MI2020,PI656038,22.04,96.79,0.7722905258807727,0.0
MI2021,PI656038,23.7,66.4239,0.6432007154051478,0.0
MI2020+MI2021,PI656038,22.87,81.60695000000001,0.7077456206429602,0.0
MI2020,PI656039,31.454,80.7798,0.6106204769014035,0.0
MI2021,PI656039,14.7,29.1916,0.4964304800010962,0.0
MI2020+MI2021,PI656039,23.077,54.9857,0.5535254784512499,0.0
MI2020,PI656040,34.47,110.175,0.6871341048332199,0.0
MI2021,PI656040,27.3,68.5912,0.6019897596193098,0.0
MI2020+MI2021,PI656040,30.885,89.3831,0.6445619322262648,0.0
MI2020,PI656041,16.2,46.9406,0.6548829797659169,0.0
MI2021,PI656041,15.4,30.9198,0.5019372699694047,0.0
MI2020+MI2021,PI656041,15.8,38.9302,0.5784101248676607,0.0
MI2020,PI656042,32.69,99.1345,0.6702459789477931,0.0
MI2021,PI656042,14.46,23.6704,0.3891104501825064,0.0
MI2020+MI2021,PI656042,23.575,61.40245,0.5296782145651497,0.0
MI2020,PI656043,40.36,125.63596,0.6787543948404581,0.0
MI2021,PI656043,30.3,90.6649,0.6658023115891597,0.0
MI2020+MI2021,PI656043,35.33,108.15043,0.6722783532148089,0.0
MI2020,PI656044,29.474,89.46392,0.6705487530615694,0.0
MI2021,PI656044,15.6,36.2605,0.569779787923498,0.0
MI2020+MI2021,PI656044,22.537,62.862210000000005,0.6201642704925336,0.0
MI2020,PI656046,30.62,83.4831,0.6332191784924134,2.0
MI2021,PI656046,11.76,20.4185,0.4240517178049318,2.0
MI2020+MI2021,PI656046,21.19,51.9508,0.5286354481486726,2.0
MI2020,PI656047,45.74,117.7417,0.6115225107162543,0.0
MI2021,PI656047,44.96,111.3408,0.5961947462206126,0.0
MI2020+MI2021,PI656047,45.35,114.54125,0.6038586284684335,0.0
MI2020,PI656048,32.18,96.185,0.6654363986068513,0.0
MI2021,PI656048,16.8,28.8307,0.4172878216623252,0.0
MI2020+MI2021,PI656048,24.49,62.507850000000005,0.5413621101345882,0.0
MI2020,PI656049,22.5,63.4656,0.6454772349115111,0.0
MI2021,PI656049,13.27,24.4584,0.4574461125829981,0.0
MI2020+MI2021,PI656049,17.884999999999998,43.962,0.5514616737472546,0.0
MI2020,PI656050,31.05,77.6139,0.5999427937521501,0.0
MI2021,PI656050,14.12,26.6812,0.4707884203109306,0.0
MI2020+MI2021,PI656050,22.585,52.14755,0.5353656070315403,0.0
MI2020,PI656051,39.21,123.428,0.6823249181709173,0.0
MI2021,PI656051,19.11,36.8852,0.4819060219274939,0.0
MI2020+MI2021,PI656051,29.16,80.1566,0.5821154700492056,0.0
MI2020,PI656052,11.73,28.8502,0.59341703003792,0.0
MI2021,PI656052,13.9,23.8212,0.416486155189495,0.0
MI2020+MI2021,PI656052,12.815,26.335700000000003,0.5049515926137076,0.0
MI2020,PI656053,26.73,111.6198,0.7605263582267662,0.0
MI2021,PI656053,23.0,53.8487,0.5728773396572248,0.0
MI2020+MI2021,PI656053,24.865,82.73425,0.6667018489419955,0.0
MI2020,PI656055,25.15,76.6974,0.6720879716913482,0.0
MI2021,PI656055,9.8,22.0208,0.5549662137615345,0.0
MI2020+MI2021,PI656055,17.475,49.3591,0.6135270927264413,0.0
MI2020,PI656056,10.3,33.2585,0.6903047341281175,0.0
MI2021,PI656056,24.14,53.516,0.5489199491740787,0.0
MI2020+MI2021,PI656056,17.22,43.38725,0.6196123416510981,0.0
MI2020,PI656057,29.53,115.4188,0.7441491334167397,0.0
MI2021,PI656057,12.8,25.5631,0.4992782565494795,0.0
MI2020+MI2021,PI656057,21.165,70.49095,0.6217136949831096,0.0
MI2020,PI656058,21.42,72.5295,0.7046718921266519,0.0
MI2021,PI656058,13.47,31.1301,0.5672998159337748,0.0
MI2020+MI2021,PI656058,17.445,51.8298,0.6359858540302133,0.0
MI2020,PI656059,23.85,53.7724,0.5564639108538952,0.0
MI2021,PI656059,25.5,53.9927,0.527713931698174,0.0
MI2020+MI2021,PI656059,24.675,53.88255,0.5420889212760347,0.0
MI2020,PI656060,21.54,58.5308,0.6319886282094214,0.0
MI2021,PI656060,11.3,28.1019,0.5978919574833018,0.0
MI2020+MI2021,PI656060,16.42,43.31635,0.6149402928463616,0.0
MI2020,PI656061,24.2,77.7477,0.6887367729206136,0.0
MI2021,PI656061,21.1,55.3944,0.6190950709819043,0.0
MI2020+MI2021,PI656061,22.65,66.57105,0.6539159219512589,0.0
MI2020,PI656062,26.47,78.1045,0.6610950713467214,0.0
MI2021,PI656062,27.4,65.8308,0.5837814518432102,0.0
MI2020+MI2021,PI656062,26.935,71.96764999999999,0.6224382615949657,0.0
MI2020,PI656064,50.37,105.156,0.520997375328084,2.0
MI2020+MI2021,PI656064,50.37,105.156,0.520997375328084,2.0
MI2020,PI656065,17.53,43.8707,0.6004166790135557,0.0
MI2021,PI656065,16.2,32.9285,0.5080249631777943,0.0
MI2020+MI2021,PI656065,16.865000000000002,38.3996,0.5542208210956749,0.0
MI2020,PI656066,63.4,147.4908,0.5701426800858087,0.0
MI2020+MI2021,PI656066,63.4,147.4908,0.5701426800858087,0.0
MI2020,PI656068,28.5,79.5478,0.6417248497130027,0.0
MI2021,PI656068,13.9,30.6566,0.5465902937703463,0.0
MI2020+MI2021,PI656068,21.2,55.1022,0.5941575717416745,0.0
MI2020,PI656069,25.08,76.0175,0.670075969349163,0.0
MI2021,PI656069,16.8,36.4376,0.5389378005137551,0.0
MI2020+MI2021,PI656069,20.94,56.22755,0.604506884931459,0.0
MI2020,PI656070,21.6,55.1739,0.6085105457471739,0.0
MI2021,PI656070,13.07,20.8213,0.3722774274420906,0.0
MI2020+MI2021,PI656070,17.335,37.997600000000006,0.4903939865946322,0.0
MI2020,PI656071,23.97,73.5124,0.6739325610373216,0.0
MI2021,PI656071,17.13,36.0662,0.5250400652134132,0.0
MI2020+MI2021,PI656071,20.55,54.7893,0.5994863131253674,0.0
MI2020,PI656072,35.24,114.0896,0.6911199618545425,0.0
MI2021,PI656072,33.5,75.1082,0.5539767961420989,0.0
MI2020+MI2021,PI656072,34.370000000000005,94.5989,0.6225483789983207,0.0
MI2020,PI656073,19.28,46.2235,0.5828961458998129,0.0
MI2021,PI656073,14.19,28.3991,0.5003362782623393,0.0
MI2020+MI2021,PI656073,16.735,37.3113,0.5416162120810761,0.0
MI2020,PI656074,13.14,28.9922,0.5467746497333765,0.0
MI2021,PI656074,12.6,23.2592,0.4582788745958588,0.0
MI2020+MI2021,PI656074,12.87,26.1257,0.5025267621646177,0.0
MI2020,PI656075,30.2,86.1124,0.6492955718340215,0.0
MI2021,PI656075,33.8,62.7679,0.4615081912888594,0.0
MI2020+MI2021,PI656075,32.0,74.44014999999999,0.5554018815614405,0.0
MI2020,PI656076,21.36,85.3991,0.7498802680590311,0.0
MI2021,PI656076,13.71,28.8829,0.5253246730764569,0.0
MI2020+MI2021,PI656076,17.535,57.141000000000005,0.637602470567744,0.0
MI2020,PI656077,10.01,21.1891,0.5275872972424501,0.0
MI2021,PI656077,17.19,30.4806,0.4360347237259108,0.0
MI2020+MI2021,PI656077,13.6,25.83485,0.4818110104841805,0.0
MI2020,PI656078,19.0,70.3875,0.7300657076895756,0.0
MI2021,PI656078,23.9,57.5846,0.5849584784820943,0.0
MI2020+MI2021,PI656078,21.45,63.986050000000006,0.6575120930858349,0.0
MI2020,PI656079,25.57,68.4515,0.6264508447586977,0.0
MI2021,PI656079,13.1,25.4064,0.4843818880282134,0.0
MI2020+MI2021,PI656079,19.335,46.92895,0.5554163663934556,0.0
MI2020,PI656082,41.21,139.6163,0.7048338911717328,0.0
MI2021,PI656082,30.34,78.4679,0.6133450748650084,0.0
MI2020+MI2021,PI656082,35.775,109.0421,0.6590894830183707,0.0
MI2020,PI656083,19.15,50.5814,0.6214023336641533,0.0
MI2021,PI656083,18.72,37.4724,0.500432318186185,0.0
MI2020+MI2021,PI656083,18.935,44.0269,0.5609173259251692,0.0
MI2020,PI656085,13.2,29.2791,0.5491664702808489,0.0
MI2021,PI656085,17.1,32.4467,0.4729818440704293,0.0
MI2020+MI2021,PI656085,15.15,30.8629,0.5110741571756391,0.0
MI2020,PI656086,29.47,110.2439,0.7326836224045049,0.0
MI2021,PI656086,15.76,39.4126,0.6001278778867672,0.0
MI2020+MI2021,PI656086,22.615,74.82825,0.6664057501456361,0.0
MI2020,PI656087,10.84,22.391,0.515876914831852,0.0
MI2021,PI656087,14.79,24.2126,0.3891610153391209,0.0
MI2020+MI2021,PI656087,12.815,23.3018,0.4525189650854865,0.0
MI2020,PI656088,18.9,60.3138,0.6866388786645843,0.0
MI2021,PI656088,15.0,37.4931,0.5999263864551078,0.0
MI2020+MI2021,PI656088,16.95,48.90345,0.643282632559846,0.0
MI2020,PI656090,17.4,43.5694,0.6006371444178713,0.0
MI2021,PI656090,22.7,58.6402,0.6128935440192906,0.0
MI2020+MI2021,PI656090,20.05,51.1048,0.606765344218581,0.0
MI2020,PI656091,32.52,104.4722,0.6887210186059067,0.0
MI2021,PI656091,12.2,33.7519,0.6385388674415367,0.0
MI2020+MI2021,PI656091,22.36,69.11205,0.6636299430237217,0.0
MI2020,PI656092,31.06,102.2223,0.6961524051014308,0.0
MI2021,PI656092,15.4,38.0514,0.5952842733775893,0.0
MI2020+MI2021,PI656092,23.23,70.13685000000001,0.64571833923951,0.0
MI2020,PI656093,12.8,26.5621,0.5181103903682314,0.0
MI2021,PI656093,10.05,25.3532,0.6036003344745436,0.0
MI2020+MI2021,PI656093,11.425,25.95765,0.5608553624213874,0.0
MI2020,PI656094,15.91,52.8487,0.6989519136705349,0.0
MI2021,PI656094,14.4,25.2949,0.4307152825273078,0.0
MI2020+MI2021,PI656094,15.155,39.0718,0.5648335980989214,0.0
MI2020,PI656095,27.54,69.3487,0.6028764778575517,0.0
MI2021,PI656095,14.88,23.6449,0.3706888166158452,0.0
MI2020+MI2021,PI656095,21.21,46.49679999999999,0.4867826472366985,0.0
MI2020,PI656097,19.99,56.6265,0.6469850688281987,0.0
MI2021,PI656097,32.6,96.3392,0.6616123031953763,0.0
MI2020+MI2021,PI656097,26.295,76.48285,0.6542986860117875,0.0
MI2020,PI656098,18.2,34.276,0.4690162212626911,0.0
MI2021,PI656098,15.2,25.8332,0.4116098663735039,0.0
MI2020+MI2021,PI656098,16.7,30.0546,0.4403130438180975,0.0
MI2020,PI656099,27.16,92.8156,0.7073767771796983,0.0
MI2021,PI656099,28.92,83.9904,0.6556749342782032,0.0
MI2020+MI2021,PI656099,28.04,88.40299999999999,0.6815258557289507,0.0
MI2020,PI656100,16.6,68.6011,0.7580213728351295,0.0
MI2021,PI656100,32.1,92.6938,0.6536985213682037,0.0
MI2020+MI2021,PI656100,24.35,80.64744999999999,0.7058599471016667,0.0
MI2020,PI656101,20.19,40.4557,0.5009355912763838,0.0
MI2021,PI656101,11.21,20.5879,0.4555054182310969,0.0
MI2020+MI2021,PI656101,15.7,30.5218,0.4782205047537403,0.0
MI2020,PI656102,12.02,30.1532,0.6013690089277424,0.0
MI2021,PI656102,15.6,32.6434,0.5221086038831739,0.0
MI2020+MI2021,PI656102,13.81,31.3983,0.5617388064054581,0.0
MI2020,PI656103,16.16,39.4832,0.5907119990274344,2.0
MI2021,PI656103,14.0,21.0714,0.3355923194472128,2.0
MI2020+MI2021,PI656103,15.08,30.2773,0.4631521592373236,2.0
MI2020,PI656104,7.45,16.3634,0.5447156458926629,2.0
MI2021,PI656104,14.8,27.9255,0.4700184419258383,2.0
MI2020+MI2021,PI656104,11.125,22.14445,0.5073670439092506,2.0
MI2020,PI656105,12.95,27.6338,0.5313710021784916,0.0
MI2021,PI656105,17.8,30.4126,0.4147162689148576,0.0
MI2020+MI2021,PI656105,15.375,29.023200000000003,0.4730436355466746,0.0
MI2020,PI656106,21.38,57.9884,0.6313055714591195,0.0
MI2021,PI656106,18.1,40.221,0.5499863255513289,0.0
MI2020+MI2021,PI656106,19.74,49.1047,0.5906459485052242,0.0
MI2020,PI656107,31.85,124.9402,0.7450780453368893,0.0
MI2021,PI656107,37.33,75.8608,0.5079144960242972,0.0
MI2020+MI2021,PI656107,34.59,100.4005,0.6264962706805932,0.0
MI2020,PI656108,14.58,36.6164,0.6018177647174491,0.0
MI2021,PI656108,16.8,34.6278,0.5148406771437978,0.0
MI2020+MI2021,PI656108,15.69,35.6221,0.5583292209306234,0.0
MI2020,PI656109,5.39,10.0922,0.465924179068984,0.0
MI2021,PI656109,15.11,30.3258,0.5017443892659056,0.0
MI2020+MI2021,PI656109,10.25,20.209,0.4838342841674448,0.0
MI2020,PI656110,7.71,19.3485,0.6015194976354756,0.0
MI2021,PI656110,12.34,23.5874,0.4768393294725149,0.0
MI2020+MI2021,PI656110,10.025,21.46795,0.5391794135539953,0.0
MI2020,PI656111,17.6,70.5404,0.750497587198258,0.0
MI2021,PI656111,23.5,53.4185,0.560077501240207,0.0
MI2020+MI2021,PI656111,20.55,61.97945,0.6552875442192325,0.0
MI2020,PI656112,25.5,56.4215,0.5480446283774802,0.0
MI2021,PI656112,13.96,22.4137,0.3771666436152888,0.0
MI2020+MI2021,PI656112,19.73,39.4176,0.4626056359963845,0.0
MI2020,PI656113,14.33,29.4479,0.5133778639563432,2.0
MI2021,PI656113,11.54,28.6948,0.5978365418124538,2.0
MI2020+MI2021,PI656113,12.935,29.07135,0.5556072028843986,2.0
MI2020,PI656114,28.0,68.4901,0.5911817912369817,0.0
MI2021,PI656114,14.5,32.8739,0.5589206026665531,0.0
MI2020+MI2021,PI656114,21.25,50.682,0.5750511969517673,0.0
MI2020,PI656115,10.65,26.3468,0.5957763371642856,0.0
MI2021,PI656115,15.8,29.9642,0.4727040935516383,0.0
MI2020+MI2021,PI656115,13.225,28.155500000000004,0.534240215357962,0.0
MI2020,PI656118,33.38,92.6022,0.6395334020142069,0.0
MI2021,PI656118,15.65,33.2476,0.5292893321623215,0.0
MI2020+MI2021,PI656118,24.515,62.9249,0.5844113670882642,0.0
MI2020,PI656120,35.1,99.7777,0.6482179885886324,0.0
MI2021,PI656120,17.5,37.8629,0.5378061374062737,0.0
MI2020+MI2021,PI656120,26.3,68.8203,0.5930120629974531,0.0
MI2020,PI656121,8.498000000000001,20.923340000000003,0.5938506949655266,0.0
MI2021,PI656121,14.07,24.2246,0.4191854561066023,0.0
MI2020+MI2021,PI656121,11.284,22.573970000000003,0.5065180755360644,0.0
MI2020,PI659691,19.9,57.6237,0.654655983562319,0.0
MI2021,PI659691,15.22,31.0264,0.5094500167599205,0.0
MI2020+MI2021,PI659691,17.56,44.32505,0.5820530001611197,0.0
MI2020,PI659694,18.7,55.2065,0.6612717705342669,0.0
MI2021,PI659694,15.4,32.6732,0.5286656954323422,0.0
MI2020+MI2021,PI659694,17.05,43.93985,0.5949687329833045,0.0
MI2020,PI659695,21.49,71.3968,0.6990061179212514,0.0
MI2021,PI659695,26.41,67.8286,0.6106362212989801,0.0
MI2020+MI2021,PI659695,23.95,69.61269999999999,0.6548211696101158,0.0
MI2020,PI659696,23.844,56.05036,0.5745968446946639,0.0
MI2021,PI659696,12.2,20.7732,0.4127048312248474,0.0
MI2020+MI2021,PI659696,18.022,38.41178,0.4936508379597556,0.0
MI2020,PI659753,30.31,85.0913,0.6437943714574815,1.0
MI2021,PI659753,33.45,104.4168,0.6796492518445307,1.0
MI2020+MI2021,PI659753,31.880000000000003,94.75405,0.6617218116510062,1.0
MI2021,PI48770,14.7,25.1901,0.4164374099348554,0.0
MI2020+MI2021,PI48770,14.7,25.1901,0.4164374099348554,0.0
MI2021,PI533831,34.7,89.269,0.611287232970012,0.0
MI2020+MI2021,PI533831,34.7,89.269,0.611287232970012,0.0
MI2021,PI533833,12.39,27.0004,0.5411179093643057,0.0
MI2020+MI2021,PI533833,12.39,27.0004,0.5411179093643057,0.0
MI2021,PI533877,12.2,19.5875,0.3771537970644543,0.0
MI2020+MI2021,PI533877,12.2,19.5875,0.3771537970644543,0.0
MI2021,PI533878,19.9,40.9132,0.5136044112902438,0.0
MI2020+MI2021,PI533878,19.9,40.9132,0.5136044112902438,0.0
MI2021,PI533882,30.93,85.6959,0.6390725810686392,0.0
MI2020+MI2021,PI533882,30.93,85.6959,0.6390725810686392,0.0
MI2021,PI534088,17.01,32.9996,0.4845392065358367,0.0
MI2020+MI2021,PI534088,17.01,32.9996,0.4845392065358367,0.0
MI2021,PI576332,17.1,39.1101,0.5627727875919519,0.0
MI2020+MI2021,PI576332,17.1,39.1101,0.5627727875919519,0.0
MI2021,PI609456,11.7,20.0594,0.4167323050539896,0.0
MI2020+MI2021,PI609456,11.7,20.0594,0.4167323050539896,0.0
MI2021,PI655982,14.1,26.2618,0.4630984928679679,0.0
MI2020+MI2021,PI655982,14.1,26.2618,0.4630984928679679,0.0
MI2021,PI656096,14.8,31.1787,0.5253169631831988,0.0
MI2020+MI2021,PI656096,14.8,31.1787,0.5253169631831988,0.0
