feature,mean_feature_importance,sd_feature_importance,min_feature_importance,max_feature_importance,rank
embedding_std_156,0.0009743224775149576,0.000283042557419819,0.0005745230020717947,0.0012198137482230015,160
embedding_std_377,0.0009477561416871927,0.0001975023721682394,0.0007080214542106158,0.0012010471309010895,161
embedding_std_321,0.0009468937003967309,0.00039080584293698777,0.0005038459022027658,0.0015458994075253606,162
embedding_std_439,0.0009457239275367972,0.00021975375960227067,0.0007031135858686449,0.0012318968156299467,163
embedding_mean_986,0.0009445259650511944,0.00019097917318006382,0.0006186985326534217,0.001085468774612538,164
embedding_mean_404,0.0009399778642840478,0.0003486590279006912,0.000617390485812391,0.0014675432511821196,165
embedding_mean_308,0.0009259169159894891,0.00015400886142925184,0.0007109561531168472,0.0011035391956249225,166
embedding_mean_570,0.0009247399640548801,0.000179153356876609,0.0006684468905599609,0.001103518067340609,167
embedding_std_342,0.0009209258008055952,0.0003236341388309528,0.00046905239634027854,0.0013400964371346148,168
embedding_mean_20,0.0009061175976630776,0.00033933163921801804,0.00038925747027528443,0.0012474438507780767,169
embedding_mean_689,0.0009022448889890372,0.0001814929864057728,0.0005945649613033454,0.0010575458422023552,170
embedding_std_854,0.000900686354841834,0.0003069989906779587,0.0004392629217034997,0.0012237120689426177,171
embedding_mean_989,0.0008872965964253661,0.0008050821152982227,0.00024833364783588584,0.002291309620254159,172
embedding_mean_596,0.0008860070188387723,0.00021702861280883547,0.0006406373014518923,0.0011583216833495997,173
embedding_std_682,0.0008720186429931815,0.00014751321992877086,0.0006671242835688332,0.0009955271980642633,174
embedding_mean_765,0.0008560774804255444,0.00031006339615175177,0.00038873170276309643,0.0012185400866283197,175
embedding_std_811,0.0008491519413217442,0.00031257445998387524,0.0005968145049218285,0.0012254019265286605,176
embedding_mean_751,0.0008404803752391163,0.00018003928719240636,0.0005410491094225382,0.0010190502107384623,177
embedding_mean_290,0.0008389072722034653,0.00018418052323672344,0.00054090120131076,0.001031175125876032,178
embedding_std_365,0.0008357436858014548,0.00017875898291165674,0.0005502854361115804,0.0009990259016353141,179
embedding_mean_283,0.000833074070885732,0.0004277505132102821,0.0004602566039229463,0.0015468261879036554,180
embedding_mean_69,0.0008278337295886038,0.00023943720073750475,0.000580452434452222,0.0011901081641614182,181
embedding_std_448,0.0008237389125873417,0.00036025306134086944,0.0004540156583437957,0.0012909004393811664,182
embedding_mean_767,0.000820930391947997,0.00021247476675103271,0.0005309640609255424,0.0010385087082766407,183
embedding_mean_885,0.0008164896314305011,0.00010749260029919336,0.0006358753772231053,0.0008916459004256964,184
embedding_mean_135,0.0008164238284762617,0.00015676214697098764,0.0006428270640834319,0.0009858214845858554,185
embedding_mean_237,0.0008125782593295794,0.00044902695791746946,0.00028813007785303516,0.0013163162527080562,186
embedding_std_667,0.0008090877751555934,0.000539820625017242,0.00030613309848718297,0.0015337973032681076,187
embedding_mean_521,0.0008022584096505166,0.00023549996362343605,0.0004511014604450094,0.001062829694785426,188
embedding_std_889,0.0007986450802480625,0.00029620062511428276,0.0005693501698674401,0.0012990267399311296,189
embedding_std_833,0.000798449516314056,0.00014851943212851242,0.0006471912706048112,0.0009829179222731318,190
embedding_mean_157,0.0007967440442951671,0.00034564585110392107,0.0004430436333829114,0.001370065277894828,191
embedding_std_973,0.0007923097873697227,0.0003699690558561579,0.0003958044796372448,0.0011841158603326438,192
embedding_std_398,0.0007860908043352741,0.0003005741194966011,0.00037010232115356953,0.0011784706781293635,193
embedding_mean_436,0.0007769563552665088,0.00015506060057791186,0.0006253105796542452,0.0009560503962204222,194
embedding_mean_430,0.0007746151126498344,0.00018952569878824332,0.0006148474950964011,0.0010593119505891858,195
embedding_mean_976,0.00076826972164022,0.00025132869964308944,0.0005384253200797595,0.0011514212751727844,196
embedding_std_120,0.000765306074490744,0.0003173590529195723,0.0004408604917876342,0.0012621349628526483,197
embedding_mean_25,0.0007596274723497096,0.00020942659359275565,0.0004531555754565267,0.0009722779256717597,198
embedding_mean_828,0.0007554641644995609,0.00017038385127929743,0.0005746081481809009,0.001011829313072912,199
embedding_mean_166,0.000755460080490099,0.00010433021137469357,0.000617020734908335,0.0008601931496934514,200
embedding_mean_402,0.0007551136157949794,0.00025240345203234873,0.0005080999605727513,0.0011437282889465647,201
embedding_mean_303,0.0007538870824579495,0.0002724741306451063,0.00040533253250023195,0.0011588506799523413,202
embedding_std_218,0.0007526560196458269,0.0003476859574739281,0.0004475428601253679,0.0013348807871802863,203
embedding_mean_952,0.0007526051132126659,0.00014292880350944966,0.0005710940866548379,0.0009536443255575584,204
embedding_mean_958,0.0007464105456806665,0.00018637357746458135,0.0005370377080927803,0.0009582210254225963,205
embedding_std_580,0.0007460899085316979,0.00040803776794366676,0.00039892275346294635,0.0014205187813757583,206
embedding_std_917,0.0007435589290675103,0.0003815527936779588,0.0003533447930188856,0.0013319368858887273,207
embedding_mean_692,0.0007401942920759498,0.0003341496390517043,0.0004285937509669779,0.001289807135413105,208
embedding_std_76,0.0007401625013197144,0.00022254692814854932,0.0005193659637264578,0.0010609811046976498,209
embedding_std_674,0.0007223457305452708,0.0002111847221877287,0.0005038665691498668,0.0009702180903910988,210
embedding_mean_587,0.0007208400554124539,9.237937572599856e-05,0.0005852261662520242,0.0008403314738911137,211
embedding_mean_115,0.0007202835798425607,0.00019640101937693316,0.0005241953543975664,0.0009943290203685,212
embedding_mean_942,0.0007168605915758969,0.00011466627919057821,0.000546392643443575,0.0008534484420224581,213
embedding_mean_178,0.0007156151148586724,0.0002524936361372541,0.00048655308636085063,0.0010418879185334674,214
embedding_std_1007,0.0007127749356212491,0.00029040213209490217,0.00046312974723512686,0.0011788149140387358,215
embedding_mean_750,0.0007052448589482368,0.00018384235538973333,0.000427129720316293,0.0009408013137678244,216
embedding_mean_615,0.0007001026082791338,0.00015831820151262325,0.0005500390565628524,0.0009576956790428718,217
embedding_std_1021,0.000695533149396579,8.152857499487971e-05,0.000603422134221622,0.0008077646566979467,218
embedding_mean_854,0.0006942237340829909,0.0002364475978241172,0.0004982102744414412,0.001064097594002902,219
embedding_std_109,0.0006909214014448264,0.00010155194716748624,0.0005801904392443471,0.0008179312685958806,220
embedding_std_366,0.0006906649674068479,0.00023751703225718252,0.0003958929214991838,0.0009622982418142062,221
embedding_std_734,0.0006793939670066214,0.00014059554565571783,0.0005514683399324316,0.0009015514746743439,222
embedding_mean_260,0.0006783517821327167,0.00024749935583192624,0.00043066682090901623,0.0010538962643794724,223
embedding_mean_746,0.0006777095993905986,0.0003162121664746341,0.00037893944775361236,0.0011918612207664273,224
embedding_mean_300,0.0006763108480080074,0.0004180773439232538,0.0003371542436800038,0.0013513116654635606,225
embedding_std_224,0.000668965807735084,8.126974973212339e-05,0.0005536155325845346,0.00078208844012781,226
embedding_mean_352,0.0006686782859520061,0.0001460313942081159,0.0004251402448145278,0.0007892493916454836,227
embedding_std_434,0.0006680657632109773,0.0003823729328336738,0.0004503576069571871,0.0013379755404044338,228
embedding_mean_888,0.0006675435379295667,0.00017270972374140172,0.00045866755971333607,0.0008444782791238926,229
embedding_std_581,0.0006649623569488419,0.00025909946258820347,0.0002614394676793965,0.0009747781732461318,230
embedding_mean_1017,0.0006649513853687067,0.00016026725860692452,0.0005113500319273063,0.0009128052022564097,231
embedding_mean_988,0.0006644476795585848,0.00014363501178392337,0.0005091060218943369,0.0008432765062974287,232
embedding_mean_584,0.0006623043858472648,8.667646130893847e-05,0.0005437875505939171,0.0007476655644075954,233
embedding_mean_372,0.0006595355029200476,0.00016038371315194123,0.00041009418081996654,0.0008075217417856543,234
embedding_std_169,0.0006583456148182099,0.0001226860973524157,0.0005077383568690699,0.0008379520055894275,235
embedding_mean_142,0.000657944699990759,0.00019594175768423443,0.0005011937540285584,0.000994493108909544,236
embedding_mean_321,0.0006568774683907586,0.0001327490427680125,0.00046328330914757965,0.0007928478220161557,237
embedding_mean_698,0.0006519460840675862,0.0002127113142066319,0.00035924540122537265,0.0008768455193804918,238
embedding_mean_108,0.0006509279238212292,0.0001807222358318009,0.0004747937276727404,0.0009406225819829542,239
embedding_std_121,0.0006414285205401809,0.00024434869798538214,0.000386438152225363,0.0010062174260130718,240
embedding_mean_748,0.000639318655005091,0.00023878521697501807,0.00027617705141913003,0.0009246513607623528,241
embedding_std_723,0.0006343007398141424,0.00013027070021952327,0.0005275963380419105,0.0008604744526502772,242
embedding_mean_200,0.0006327514932453343,0.000130619078970111,0.00047435684348996206,0.000805614867501217,243
