genotype,dry,fresh,water_frac,peak_dose
PI597976,-0.9116296286726708,-0.7768696873311483,0.3763403136035257,0.0
PI597980,-0.4453193606269803,-0.7810645702871144,-1.6536747484174306,0.0
PI597982,-0.6951819524055303,-0.9552816315955066,-1.7629730076060923,0.0
PI598070,-1.2328522654741514,-0.8868444413648411,1.1940050625248102,0.0
PI601816,0.3573917689710265,0.2266004355604403,-0.1125891037478343,0.0
PI607931,1.483828186004496,1.4200203429967668,0.4955146852620646,0.0
PI609456,-0.7100621048614272,-0.871048677864175,-1.3801935201219098,0.0
PI613536,3.6150389581712825,2.063427762554128,-1.3431775874362937,0.0
PI629034,-0.8039235328852674,-0.8102170927304633,-0.2284935284188612,0.0
PI629040,0.895618271408624,1.081689028580061,0.7309247855856421,0.0
PI629059,-0.310922243627284,0.2038229811254787,1.1012758113644157,0.0
PI641824,-0.1015454514145297,-0.099501031422157,0.0050033436088561,0.0
PI641836,-0.1325777574256588,0.1160249126207652,1.0162632538016063,0.0
PI641849,-0.2277348778094643,0.0188051756474388,0.8043344940289674,0.0
PI641874,-0.7008788002285882,-0.6213745431527438,0.2068654188889342,0.0
PI642791,0.6914228945939289,0.5239766697309687,0.0506671664735723,0.0
PI642793,-0.7067733625941003,-0.7226807098852717,-0.2255750066463791,0.0
PI642992,0.8069887887060749,0.7319120402006504,0.2669673517225386,0.0
PI642998,-0.2454593991191318,-0.4060212497516152,-0.4409207035491715,0.0
PI651492,0.4552041823131931,-0.1571992169559421,-1.4880396405443423,0.0
PI651496,2.7467587993773126,1.922702342433407,-0.4353305819598134,0.0
PI653616,-0.125339263801312,-0.3070202185628298,-0.3867643897416986,0.0
PI653617,-0.7097548116512808,-0.4438406601284024,0.93722682024462,0.0
PI655970,0.0975167757692925,0.3515799149914693,0.7535864416489573,0.0
PI655971,-0.655082484171051,-0.8398066778689841,-1.0664200527443684,0.0
PI655972,0.0294361401168376,-0.0682518579651352,-0.3609292072280701,0.0
PI655973,0.2896562485993627,0.1261880490522879,-0.1103957175457739,0.0
PI655974,0.51698316003735,0.6089122706624148,0.6190133741658879,0.0
PI655975,0.2533983952904595,0.2082440326788077,-0.0365598517225104,0.0
PI655976,-0.0023093128617439,-0.0202725624828793,0.0371936897444112,0.0
PI655977,0.2702128881899888,0.1444605835937918,-0.0576008210966071,0.0
PI655978,0.1907097631493846,0.4699587931137592,0.8933522880174543,0.0
PI655979,-0.1654401205354052,-0.1594787304906948,0.1722224746304753,0.0
PI655980,-0.9222755219614842,-0.7700818637037595,0.1823706629899414,0.0
PI655982,-0.3830350470494636,-0.5381847802700175,-0.7286851089259638,0.0
PI655983,0.476877787598391,0.92465277761263,1.337144783479822,0.0
PI655984,-0.4999615831347165,-0.5689441597473159,-0.3171099354796192,0.0
PI655985,-0.0158856124413231,0.2620786899217013,0.6406794271791778,0.0
PI655986,-0.4845875530283955,-0.2859850445142424,0.5781385110681995,0.0
PI655987,-0.5094496973667428,-0.6618220309450435,-0.9349532993893568,0.0
PI655988,-0.8297540063917712,-0.7637314100053163,0.0897356112271056,0.0
PI655989,0.1243354748631631,-0.2799039067135921,-0.8372412374764078,0.0
PI655990,-0.9142761362898532,-1.028104909547757,-1.131051494716695,0.0
PI655991,0.4126574830660511,0.6041306596612108,0.8862937120545679,0.0
