image_id,ExG_P20_disease_pct,genotype,score_A,score_B,human_score
1303_LeafPhotoA_2025-09-08 09_18_12.359,0,PI656031,1.5,NA,1.5
1304_LeafPhotoA_2025-09-08 09_18_49.655,0.13,PI533879,2,NA,2
1304_LeafPhotoA_2025-09-08 09_19_06.684,0.12,PI533879,2.5,NA,2.5
1305_LeafPhotoA_2025-09-08 09_19_24.505,0.1,PI597961,1.5,NA,1.5
1305_LeafPhotoA_2025-09-08 09_19_42.020,0,PI597961,1,NA,1
1305_LeafPhotoA_2025-09-08 09_20_08.702,0.01,PI597961,1.5,NA,1.5
1306_LeafPhotoA_2025-09-08 09_21_07.935,0.9,PI533851,2.5,1.5,2
1306_LeafPhotoA_2025-09-08 09_21_26.779,0.51,PI533851,2.5,3,2.75
1306_LeafPhotoA_2025-09-08 09_21_40.571,0.78,PI533851,3,NA,3
1307_LeafPhotoA_2025-09-08 09_21_58.249,0.09,PI534036,1.5,NA,1.5
1307_LeafPhotoA_2025-09-08 09_22_15.163,0.11,PI534036,1.5,2,1.75
1307_LeafPhotoA_2025-09-08 09_22_33.567,0.06,PI534036,1.5,NA,1.5
1308_LeafPhotoA_2025-09-08 09_23_10.892,0.19,PI534048,3,NA,3
1308_LeafPhotoA_2025-09-08 09_23_31.553,0.1,PI534048,2.5,NA,2.5
1308_LeafPhotoA_2025-09-08 09_24_08.103,0.14,PI534048,3,NA,3
1309_LeafPhotoA_2025-09-08 09_24_37.926,10.28,PI534147,4,NA,4
1309_LeafPhotoA_2025-09-08 09_24_58.238,12.53,PI534147,3.5,NA,3.5
1309_LeafPhotoA_2025-09-08 09_25_34.905,12.31,PI534147,3.5,NA,3.5
1310_LeafPhotoA_2025-09-08 09_26_39.882,0.26,PI534122,1.5,1.5,1.5
1310_LeafPhotoA_2025-09-08 09_26_56.251,0.17,PI534122,2.5,NA,2.5
1310_LeafPhotoA_2025-09-08 09_27_23.057,3.04,PI534122,2,NA,2
1311_LeafPhotoA_2025-09-08 09_27_50.762,0.12,PI656101,2,2.5,2.25
1311_LeafPhotoA_2025-09-08 09_28_14.472,2.24,PI656101,3.5,NA,3.5
1311_LeafPhotoA_2025-09-08 09_28_46.614,11.02,PI656101,4,NA,4
1312_LeafPhotoA_2025-09-08 09_29_19.242,0.07,PI534009,1.5,1,1.25
1312_LeafPhotoA_2025-09-08 09_29_34.710,0.07,PI534009,1,NA,1
1312_LeafPhotoA_2025-09-08 09_29_51.639,0.26,PI534009,1.5,NA,1.5
1313_LeafPhotoA_2025-09-08 09_30_13.901,0.54,SC0604,3,NA,3
1313_LeafPhotoA_2025-09-08 09_30_31.084,6.65,SC0604,3.5,NA,3.5
1313_LeafPhotoA_2025-09-08 09_30_44.464,0.13,SC0604,2.5,NA,2.5
1314_LeafPhotoA_2025-09-08 09_31_44.782,0.93,PI595719,1.5,2.5,2
1314_LeafPhotoA_2025-09-08 09_32_02.288,17.67,PI595719,2,NA,2
1314_LeafPhotoA_2025-09-08 09_32_32.845,10,PI595719,3.5,NA,3.5
1315_LeafPhotoA_2025-09-08 09_33_12.652,2.22,NA,3,NA,3
1315_LeafPhotoA_2025-09-08 09_33_31.769,5.09,NA,3,NA,3
1315_LeafPhotoA_2025-09-08 09_34_04.345,0.79,NA,3.5,NA,3.5
1316_LeafPhotoA_2025-09-08 09_34_20.097,17.58,PI597968,2,NA,2
1316_LeafPhotoA_2025-09-08 09_34_38.201,64.74,PI597968,5,NA,5
1316_LeafPhotoA_2025-09-08 09_35_01.396,49.94,PI597968,5,NA,5
1317_LeafPhotoA_2025-09-08 09_35_24.203,2.84,NA,3,3,3
1317_LeafPhotoA_2025-09-08 09_36_17.551,0.82,NA,3,NA,3
1317_LeafPhotoA_2025-09-08 09_36_34.963,0.16,NA,2.5,NA,2.5
1318_LeafPhotoA_2025-09-08 09_37_04.959,0.63,PI595732,2.5,NA,2.5
1318_LeafPhotoA_2025-09-08 09_37_28.384,0,PI595732,2,NA,2
1318_LeafPhotoA_2025-09-08 09_38_14.702,0.45,PI595732,2.5,NA,2.5
1319_LeafPhotoA_2025-09-08 09_40_14.780,4.73,PI576389,3,NA,3
1319_LeafPhotoA_2025-09-08 09_40_31.396,5.75,PI576389,1.5,NA,1.5
1319_LeafPhotoA_2025-09-08 09_40_51.056,0.03,PI576389,2.5,NA,2.5
1320_LeafPhotoA_2025-09-08 09_42_02.349,2.05,PI534005,3,NA,3
1320_LeafPhotoA_2025-09-08 09_42_26.181,2.49,PI534005,3,NA,3
1320_LeafPhotoA_2025-09-08 09_42_47.429,0.02,PI534005,1.5,NA,1.5
1321_LeafPhotoA_2025-09-08 09_43_13.104,0.02,PI533807,2,NA,2
1321_LeafPhotoA_2025-09-08 09_43_47.604,0,PI533807,2.5,NA,2.5
1321_LeafPhotoA_2025-09-08 09_44_03.768,0.02,PI533807,2,NA,2
1322_LeafPhotoA_2025-09-08 09_44_31.031,0.03,PI655978,1.5,NA,1.5
1322_LeafPhotoA_2025-09-08 09_44_46.085,0.01,PI655978,1.5,1.5,1.5
1322_LeafPhotoA_2025-09-08 09_45_01.696,0.17,PI655978,1.5,1.5,1.5
1323_LeafPhotoA_2025-09-08 09_45_23.945,0.32,PI656065,3,NA,3
1323_LeafPhotoA_2025-09-08 09_46_08.097,0.2,PI656065,2,NA,2
1323_LeafPhotoA_2025-09-08 09_46_28.454,0.04,PI656065,2,NA,2
1324_LeafPhotoA_2025-09-08 09_46_52.634,1.29,PI534022,2.5,3,2.75
1324_LeafPhotoA_2025-09-08 09_47_08.944,0.46,PI534022,1.5,2.5,2
1324_LeafPhotoA_2025-09-08 09_47_29.295,5.09,PI534022,3,NA,3
1325_LeafPhotoA_2025-09-08 09_47_56.861,0.12,PI655977,3.5,NA,3.5
1325_LeafPhotoA_2025-09-08 09_48_22.263,0.24,PI655977,2.5,NA,2.5
1325_LeafPhotoA_2025-09-08 09_48_43.634,0.02,PI655977,3,NA,3
1326_LeafPhotoA_2025-09-08 09_49_04.977,0.05,PI656017,3,NA,3
1326_LeafPhotoA_2025-09-08 09_49_17.811,0.14,PI656017,2,NA,2
1326_LeafPhotoA_2025-09-08 09_49_31.523,0.01,PI656017,1.5,NA,1.5
1326_LeafPhotoA_2025-09-08 09_49_33.510,0.01,PI656017,1.5,NA,1.5
1327_LeafPhotoA_2025-09-08 09_50_04.120,1.73,PI533978,3.5,NA,3.5
1327_LeafPhotoA_2025-09-08 09_50_22.121,0.5,PI533978,2.5,NA,2.5
1327_LeafPhotoA_2025-09-08 09_50_58.746,0.49,PI533978,2.5,NA,2.5
1329_LeafPhotoA_2025-09-08 09_55_55.841,0.06,PI533871,2,NA,2
1329_LeafPhotoA_2025-09-08 09_56_25.680,0,PI533871,2.5,NA,2.5
1329_LeafPhotoA_2025-09-08 09_56_53.667,0,PI533871,2,3,2.5
1330_LeafPhotoA_2025-09-08 09_57_17.816,0.39,PI595740,3,NA,3
1330_LeafPhotoA_2025-09-08 09_57_37.119,0.01,PI595740,3,NA,3
1330_LeafPhotoA_2025-09-08 09_58_06.898,0.32,PI595740,3.5,NA,3.5
1331_LeafPhotoA_2025-09-08 09_58_31.257,3.87,PI576401,2,NA,2
1331_LeafPhotoA_2025-09-08 09_58_53.544,0.04,PI576401,2,NA,2
1331_LeafPhotoA_2025-09-08 09_59_08.980,0.14,PI576401,2,NA,2
1332_LeafPhotoA_2025-09-08 09_59_44.447,0.09,PI533986,3,NA,3
1332_LeafPhotoA_2025-09-08 09_59_58.906,0.08,PI533986,3,NA,3
1332_LeafPhotoA_2025-09-08 10_00_19.909,0.04,PI533986,2,2,2
1333_LeafPhotoA_2025-09-08 10_01_03.626,6.48,PI533776,3,NA,3
1333_LeafPhotoA_2025-09-08 10_01_18.955,1.35,PI533776,3.5,NA,3.5
1334_LeafPhotoA_2025-09-08 10_01_43.028,0.01,PI533948,2,NA,2
1334_LeafPhotoA_2025-09-08 10_01_58.407,0.6,PI533948,2.5,2.5,2.5
1334_LeafPhotoA_2025-09-08 10_02_17.468,0.68,PI533948,3,NA,3
1335_LeafPhotoA_2025-09-08 10_03_20.694,2.33,PI597975,3,NA,3
1335_LeafPhotoA_2025-09-08 10_03_33.177,2.34,PI597975,3,NA,3
1335_LeafPhotoA_2025-09-08 10_03_48.168,0.64,PI597975,3,NA,3
1336_LeafPhotoA_2025-09-08 10_04_22.990,0.07,PI576437,3,NA,3
1336_LeafPhotoA_2025-09-08 10_04_39.227,0.05,PI576437,2.5,NA,2.5
1336_LeafPhotoA_2025-09-08 10_04_55.016,0.01,PI576437,2,NA,2
1337_LeafPhotoA_2025-09-08 10_05_13.215,0.76,PI597978,3,NA,3
1337_LeafPhotoA_2025-09-08 10_05_28.154,0.94,PI597978,3,NA,3
1337_LeafPhotoA_2025-09-08 10_05_50.848,1.26,PI597978,3,NA,3
1338_LeafPhotoA_2025-09-08 10_06_33.224,55.34,PI542718,4,NA,4
1338_LeafPhotoA_2025-09-08 10_06_47.896,6.99,PI542718,3,NA,3
1338_LeafPhotoA_2025-09-08 10_07_02.814,42.53,PI542718,4.5,4.5,4.5
1339_LeafPhotoA_2025-09-08 10_07_26.017,0.09,PI597949,3,NA,3
1339_LeafPhotoA_2025-09-08 10_07_42.468,0.36,PI597949,2.5,NA,2.5
1339_LeafPhotoA_2025-09-08 10_08_06.144,0.05,PI597949,2.5,NA,2.5
1340_LeafPhotoA_2025-09-08 10_08_37.990,0.09,PI533755,2.5,NA,2.5
1340_LeafPhotoA_2025-09-08 10_08_50.867,0.07,PI533755,2,NA,2
1340_LeafPhotoA_2025-09-08 10_09_03.293,0.05,PI533755,2,NA,2
1341_LeafPhotoA_2025-09-08 10_09_22.231,0.45,PI656053,1.5,NA,1.5
1341_LeafPhotoA_2025-09-08 10_09_38.844,0.02,PI656053,1.5,NA,1.5
1341_LeafPhotoA_2025-09-08 10_09_53.998,0.03,PI656053,1.5,NA,1.5
1342_LeafPhotoA_2025-09-08 10_10_13.170,0.07,PI595721,2.5,NA,2.5
1342_LeafPhotoA_2025-09-08 10_10_25.775,0.77,PI595721,2.5,NA,2.5
1342_LeafPhotoA_2025-09-08 10_10_41.383,3.43,PI595721,3,NA,3
1343_LeafPhotoA_2025-09-08 10_11_04.420,0,NA,1.5,1,1.25
1343_LeafPhotoA_2025-09-08 10_11_19.080,10.09,NA,3,NA,3
1343_LeafPhotoA_2025-09-08 10_11_32.270,1.1,NA,1.5,NA,1.5
1344_LeafPhotoA_2025-09-08 10_11_55.418,0.02,SC0247,1.5,NA,1.5
1344_LeafPhotoA_2025-09-08 10_12_17.747,0,SC0247,2,NA,2
1344_LeafPhotoA_2025-09-08 10_12_38.569,0.11,SC0247,2.5,NA,2.5
1345_LeafPhotoA_2025-09-08 10_12_57.558,0.05,PI533936,2,NA,2
1345_LeafPhotoA_2025-09-08 10_13_26.383,0.45,PI533936,2.5,2.5,2.5
1345_LeafPhotoA_2025-09-08 10_13_40.409,3.07,PI533936,3,NA,3
1346_LeafPhotoA_2025-09-08 10_14_27.977,0.74,PI534095,3.5,NA,3.5
1346_LeafPhotoA_2025-09-08 10_14_44.618,7.69,PI534095,4,NA,4
1346_LeafPhotoA_2025-09-08 10_15_00.579,2.79,PI534095,2.5,3.5,3
1347_LeafPhotoA_2025-09-08 10_15_29.541,0.74,NA,1.5,2,1.75
1347_LeafPhotoA_2025-09-08 10_15_42.901,0.01,NA,1.5,NA,1.5
1347_LeafPhotoA_2025-09-08 10_15_59.647,0.19,NA,3,NA,3
1348_LeafPhotoA_2025-09-08 10_16_33.542,0.02,PI597967,2.5,NA,2.5
1348_LeafPhotoA_2025-09-08 10_17_01.061,0.77,PI597967,2.5,NA,2.5
1348_LeafPhotoA_2025-09-08 10_17_17.769,0,PI597967,2,NA,2
1349_LeafPhotoA_2025-09-08 10_17_45.282,0.02,PI534157,2,NA,2
1349_LeafPhotoA_2025-09-08 10_18_02.619,0.03,PI534157,1.5,NA,1.5
1349_LeafPhotoA_2025-09-08 10_18_15.798,0.01,PI534157,2,NA,2
1350_LeafPhotoA_2025-09-08 10_18_59.648,0.01,PI576380,1.5,2,1.75
1350_LeafPhotoA_2025-09-08 10_19_15.288,0,PI576380,1.5,NA,1.5
1350_LeafPhotoA_2025-09-08 10_19_29.932,0.43,PI576380,3,NA,3
1351_LeafPhotoA_2025-09-08 12_27_34.347,18.45,PI533782,4,NA,4
1351_LeafPhotoA_2025-09-08 12_28_03.896,0.09,PI533782,2,2,2
1351_LeafPhotoA_2025-09-08 12_28_16.380,0.59,PI533782,3,NA,3
1352_LeafPhotoA_2025-09-08 12_28_41.375,1.2,PI595745,1.5,NA,1.5
1352_LeafPhotoA_2025-09-08 12_28_53.645,1.52,PI595745,2.5,NA,2.5
1352_LeafPhotoA_2025-09-08 12_29_11.662,2.41,PI595745,3,NA,3
1353_LeafPhotoA_2025-09-08 12_29_28.708,0.11,SC0914,2.5,NA,2.5
1353_LeafPhotoA_2025-09-08 12_29_30.408,0.11,SC0914,1.5,NA,1.5
1353_LeafPhotoA_2025-09-08 12_29_44.786,0.04,SC0914,2.5,NA,2.5
1353_LeafPhotoA_2025-09-08 12_30_21.320,0.31,SC0914,2,NA,2
1354_LeafPhotoA_2025-09-08 12_30_47.135,4.26,PI656088,3,NA,3
1354_LeafPhotoA_2025-09-08 12_31_07.094,3.44,PI656088,2.5,NA,2.5
1354_LeafPhotoA_2025-09-08 12_31_23.618,2.7,PI656088,3,NA,3
1355_LeafPhotoA_2025-09-08 12_32_00.615,4.1,PI533913,2.5,NA,2.5
1355_LeafPhotoA_2025-09-08 12_32_02.036,4.17,PI533913,2.5,1.5,2
1355_LeafPhotoA_2025-09-08 12_32_16.167,4.35,PI533913,3,NA,3
1355_LeafPhotoA_2025-09-08 12_32_34.587,0.38,PI533913,3,NA,3
1356_LeafPhotoA_2025-09-08 12_32_58.983,0.56,PI595702,2,NA,2
1356_LeafPhotoA_2025-09-08 12_33_10.815,4.82,PI595702,3,NA,3
1356_LeafPhotoA_2025-09-08 12_33_26.204,5.88,PI595702,3.5,NA,3.5
1357_LeafPhotoA_2025-09-08 12_34_05.972,50.04,SC1170,4.5,3,3.75
1357_LeafPhotoA_2025-09-08 12_34_20.142,1.3,SC1170,3,NA,3
1357_LeafPhotoA_2025-09-08 12_34_33.310,31.56,SC1170,2.5,NA,2.5
1358_LeafPhotoA_2025-09-08 12_35_05.753,10.31,PI656103,3,NA,3
1358_LeafPhotoA_2025-09-08 12_35_26.225,3.62,PI656103,3,NA,3
1358_LeafPhotoA_2025-09-08 12_35_55.394,14.44,PI656103,3.5,NA,3.5
1359_LeafPhotoA_2025-09-08 12_38_47.936,1.25,PI576423,2,2,2
1359_LeafPhotoA_2025-09-08 12_39_06.490,0.85,PI576423,2,NA,2
1359_LeafPhotoA_2025-09-08 12_39_25.385,3.02,PI576423,1.5,NA,1.5
1360_LeafPhotoA_2025-09-08 12_39_53.486,3.65,PI597979,3.5,NA,3.5
1360_LeafPhotoA_2025-09-08 12_40_03.936,0.21,PI597979,2,NA,2
1360_LeafPhotoA_2025-09-08 12_40_13.454,0.22,PI597979,2,2,2
1360_LeafPhotoA_2025-09-08 12_40_30.592,7.88,PI597979,2.5,NA,2.5
1361_LeafPhotoA_2025-09-08 12_40_52.684,3.91,NA,3,NA,3
1361_LeafPhotoA_2025-09-08 12_41_14.140,0.8,NA,2.5,NA,2.5
1361_LeafPhotoA_2025-09-08 12_41_32.487,3.73,NA,2,NA,2
1362_LeafPhotoA_2025-09-08 12_41_57.130,0.04,PI576360,1.5,NA,1.5
1362_LeafPhotoA_2025-09-08 12_42_10.210,0.2,PI576360,2.5,NA,2.5
1362_LeafPhotoA_2025-09-08 12_42_13.789,0.21,PI576360,2,NA,2
1362_LeafPhotoA_2025-09-08 12_42_33.264,0.87,PI576360,3,NA,3
1363_LeafPhotoA_2025-09-08 12_42_56.904,16.48,PI534166,3,NA,3
1363_LeafPhotoA_2025-09-08 12_43_11.886,53.68,PI534166,3.5,NA,3.5
1363_LeafPhotoA_2025-09-08 12_43_30.304,26.71,PI534166,3.5,NA,3.5
1364_LeafPhotoA_2025-09-08 12_43_52.002,1.46,PI533818,2.5,NA,2.5
1364_LeafPhotoA_2025-09-08 12_44_11.915,0.19,PI533818,3,NA,3
1364_LeafPhotoA_2025-09-08 12_46_15.472,2.31,PI533818,3,NA,3
1364_LeafPhotoA_2025-09-08 12_46_20.647,2.42,PI533818,3,NA,3
1365_LeafPhotoA_2025-09-08 12_46_52.460,0.39,SC0156,3,NA,3
1365_LeafPhotoA_2025-09-08 12_47_05.614,0,SC0156,2.5,NA,2.5
1365_LeafPhotoA_2025-09-08 12_47_18.027,0.8,SC0156,2,2,2
1365_LeafPhotoA_2025-09-08 12_47_27.603,0.82,SC0156,2.5,NA,2.5
1366_LeafPhotoA_2025-09-08 12_47_53.362,0.11,PI533813,2.5,NA,2.5
1366_LeafPhotoA_2025-09-08 12_48_11.705,0.2,PI533813,2,NA,2
1366_LeafPhotoA_2025-09-08 12_48_32.099,0.32,PI533813,2,NA,2
1367_LeafPhotoA_2025-09-08 12_49_39.844,0.11,PI595712,2,NA,2
1367_LeafPhotoA_2025-09-08 12_50_01.418,1.85,PI595712,2.5,NA,2.5
1367_LeafPhotoA_2025-09-08 12_50_27.003,0.06,PI595712,2.5,NA,2.5
1368_LeafPhotoA_2025-09-08 12_50_56.220,0.39,SC0777,3.5,NA,3.5
1368_LeafPhotoA_2025-09-08 12_51_12.579,0.22,SC0777,3,NA,3
1368_LeafPhotoA_2025-09-08 12_51_27.631,0.09,SC0777,3,NA,3
1369_LeafPhotoA_2025-09-08 12_51_46.284,6.8,PI533894,3.5,NA,3.5
1369_LeafPhotoA_2025-09-08 12_51_56.930,3.19,PI533894,4,NA,4
1369_LeafPhotoA_2025-09-08 12_52_09.172,0.81,PI533894,3.5,NA,3.5
1370_LeafPhotoA_2025-09-08 12_52_33.590,0.99,PI656093,3.5,NA,3.5
1370_LeafPhotoA_2025-09-08 12_52_45.620,0.16,PI656093,2.5,NA,2.5
1370_LeafPhotoA_2025-09-08 12_53_00.444,5.58,PI656093,3,NA,3
1371_LeafPhotoA_2025-09-08 12_53_26.686,0.69,PI533876,3,NA,3
1371_LeafPhotoA_2025-09-08 12_53_42.124,8.18,PI533876,3.5,NA,3.5
1371_LeafPhotoA_2025-09-08 12_53_58.500,0.78,PI533876,2.5,NA,2.5
1372_LeafPhotoA_2025-09-08 12_54_25.629,0.19,NA,1.5,NA,1.5
1372_LeafPhotoA_2025-09-08 12_54_38.657,0.13,NA,2.5,NA,2.5
1372_LeafPhotoA_2025-09-08 12_54_49.976,0.09,NA,2.5,NA,2.5
1373_LeafPhotoA_2025-09-08 12_55_10.349,0.2,PI534040,3,NA,3
1373_LeafPhotoA_2025-09-08 12_55_26.187,2.72,PI534040,3,NA,3
1373_LeafPhotoA_2025-09-08 12_55_37.690,1.88,PI534040,3,NA,3
1374_LeafPhotoA_2025-09-08 12_56_08.244,0.01,PI534016,1.5,1,1.25
1374_LeafPhotoA_2025-09-08 12_56_33.851,1.34,PI534016,2,NA,2
1374_LeafPhotoA_2025-09-08 12_56_52.744,9.23,PI534016,3.5,NA,3.5
1375_LeafPhotoA_2025-09-08 12_57_11.327,0.01,SC1442,2,NA,2
1375_LeafPhotoA_2025-09-08 12_57_28.435,0.33,SC1442,2.5,NA,2.5
1375_LeafPhotoA_2025-09-08 12_57_41.520,0.31,SC1442,3,NA,3
1376_LeafPhotoA_2025-09-08 12_58_09.814,0.49,PI533819,2,NA,2
1376_LeafPhotoA_2025-09-08 12_58_22.473,0.64,PI533819,2.5,NA,2.5
1376_LeafPhotoA_2025-09-08 12_58_59.498,0.18,PI533819,2.5,NA,2.5
1376_LeafPhotoA_2025-09-08 12_59_02.378,0.21,PI533819,2.5,NA,2.5
1377_LeafPhotoA_2025-09-08 12_59_16.329,2.23,PI533938,3.5,NA,3.5
1377_LeafPhotoA_2025-09-08 12_59_27.299,0.62,PI533938,3,NA,3
1377_LeafPhotoA_2025-09-08 12_59_37.518,0.12,PI533938,2,NA,2
1378_LeafPhotoA_2025-09-08 12_59_53.571,1.02,PI533928,2.5,NA,2.5
1378_LeafPhotoA_2025-09-08 13_00_09.990,0.11,PI533928,2,NA,2
1378_LeafPhotoA_2025-09-08 13_00_28.777,0,PI533928,2,NA,2
1379_LeafPhotoA_2025-09-08 13_00_47.446,0.01,NA,1.5,NA,1.5
1379_LeafPhotoA_2025-09-08 13_00_59.301,0.05,NA,2,NA,2
1379_LeafPhotoA_2025-09-08 13_01_13.542,0.03,NA,2,NA,2
1381_LeafPhotoA_2025-09-08 13_01_59.229,0.1,PI656071,2,2.5,2.25
1381_LeafPhotoA_2025-09-08 13_02_12.732,1.03,PI656071,2.5,NA,2.5
1381_LeafPhotoA_2025-09-08 13_02_22.354,1.31,PI656071,3.5,NA,3.5
1383_LeafPhotoA_2025-09-08 13_02_56.131,0.16,PI655982,1.5,1.5,1.5
1383_LeafPhotoA_2025-09-08 13_03_11.486,0.07,PI655982,2,NA,2
1383_LeafPhotoA_2025-09-08 13_03_25.117,0.38,PI655982,2,NA,2
1384_LeafPhotoA_2025-09-08 13_03_40.196,0.57,SC0287,2.5,NA,2.5
1384_LeafPhotoA_2025-09-08 13_03_50.491,0.47,SC0287,2,NA,2
1384_LeafPhotoA_2025-09-08 13_04_02.007,0.13,SC0287,3,NA,3
1385_LeafPhotoA_2025-09-08 13_04_24.143,0.32,PI595704,2,2,2
1385_LeafPhotoA_2025-09-08 13_04_40.954,8.61,PI595704,3,3.5,3.25
1385_LeafPhotoA_2025-09-08 13_05_07.306,5.73,PI595704,2.5,3,2.75
1386_LeafPhotoA_2025-09-08 13_05_49.839,0.03,PI659691,2,NA,2
1386_LeafPhotoA_2025-09-08 13_06_11.904,0.02,PI659691,2.5,NA,2.5
1386_LeafPhotoA_2025-09-08 13_06_28.820,0.71,PI659691,2.5,NA,2.5
1387_LeafPhotoA_2025-09-08 13_06_51.782,0.01,PI564163,2,NA,2
1387_LeafPhotoA_2025-09-08 13_07_10.555,0.17,PI564163,3.5,NA,3.5
1387_LeafPhotoA_2025-09-08 13_07_31.088,0.17,PI564163,1.5,1,1.25
1388_LeafPhotoA_2025-09-08 13_07_50.613,6.57,PI576418,3,NA,3
1388_LeafPhotoA_2025-09-08 13_08_04.955,2.59,PI576418,2.5,NA,2.5
1388_LeafPhotoA_2025-09-08 13_08_20.646,1.91,PI576418,3,NA,3
1389_LeafPhotoA_2025-09-08 13_08_37.035,0.88,PI533916,2,1.5,1.75
1389_LeafPhotoA_2025-09-08 13_08_52.456,2.2,PI533916,2,1.5,1.75
1389_LeafPhotoA_2025-09-08 13_09_09.219,5.22,PI533916,3,NA,3
1390_LeafPhotoA_2025-09-08 13_09_44.069,3.31,PI656066,1.5,NA,1.5
1390_LeafPhotoA_2025-09-08 13_10_02.976,3.51,PI656066,1.5,NA,1.5
1390_LeafPhotoA_2025-09-08 13_10_18.653,0.05,PI656066,1.5,NA,1.5
1391_LeafPhotoA_2025-09-08 13_10_41.595,4.83,PI534087,3.5,NA,3.5
1391_LeafPhotoA_2025-09-08 13_11_17.073,8.75,PI534087,3,NA,3
1391_LeafPhotoA_2025-09-08 13_11_35.950,52.99,PI534087,4.5,4.5,4.5
1392_LeafPhotoA_2025-09-08 13_12_01.932,0.33,PI597971,2,2.5,2.25
1392_LeafPhotoA_2025-09-08 13_12_31.182,1.49,PI597971,3.5,NA,3.5
1392_LeafPhotoA_2025-09-08 13_12_43.154,0.01,PI597971,1.5,NA,1.5
1393_LeafPhotoA_2025-09-08 13_13_03.754,0.14,PI656023,2.5,NA,2.5
1393_LeafPhotoA_2025-09-08 13_18_32.825,0.06,PI656023,3,NA,3
1393_LeafPhotoA_2025-09-08 13_18_52.744,0.21,PI656023,2,NA,2
1393_LeafPhotoA_2025-09-08 13_19_15.503,0.03,PI656023,3,NA,3
1394_LeafPhotoA_2025-09-08 13_19_35.204,1.21,PI533870,3.5,NA,3.5
1394_LeafPhotoA_2025-09-08 13_19_49.921,0.26,PI533870,3,NA,3
1394_LeafPhotoA_2025-09-08 13_20_12.644,0.62,PI533870,3,NA,3
1394_LeafPhotoA_2025-09-08 13_20_13.438,0.63,PI533870,3.5,NA,3.5
1395_LeafPhotoA_2025-09-08 13_20_31.109,0.21,PI656104,2,NA,2
1395_LeafPhotoA_2025-09-08 13_22_02.106,0.04,PI656104,2.5,NA,2.5
1395_LeafPhotoA_2025-09-08 13_22_26.470,0.02,PI656104,1,NA,1
1396_LeafPhotoA_2025-09-08 13_22_43.424,0.13,NA,1.5,1.5,1.5
1396_LeafPhotoA_2025-09-08 13_22_54.710,0.02,NA,2,NA,2
1396_LeafPhotoA_2025-09-08 13_23_07.766,1.02,NA,2,NA,2
1397_LeafPhotoA_2025-09-08 13_28_16.462,1.66,PI533877,2.5,2.5,2.5
1397_LeafPhotoA_2025-09-08 13_28_34.632,17.21,PI533877,3.5,NA,3.5
1397_LeafPhotoA_2025-09-08 13_28_44.630,0.37,PI533877,2.5,NA,2.5
1398_LeafPhotoA_2025-09-08 13_29_01.012,0.15,SC0041,2,NA,2
1398_LeafPhotoA_2025-09-08 13_29_17.211,0.83,SC0041,2,NA,2
1398_LeafPhotoA_2025-09-08 13_29_28.589,4.35,SC0041,2.5,NA,2.5
1399_LeafPhotoA_2025-09-08 12_25_23.016,0.43,PI533854,3,NA,3
1399_LeafPhotoA_2025-09-08 12_25_25.945,0.41,PI533854,3.5,NA,3.5
1399_LeafPhotoA_2025-09-08 12_25_39.723,8.53,PI533854,3.5,NA,3.5
1399_LeafPhotoA_2025-09-08 12_25_54.043,4.28,PI533854,3,NA,3
1400_LeafPhotoA_2025-09-08 12_26_27.652,8.6,PI576337,3.5,NA,3.5
1400_LeafPhotoA_2025-09-08 12_26_49.996,0.44,PI576337,3,NA,3
1400_LeafPhotoA_2025-09-08 12_26_53.139,0.43,PI576337,2.5,NA,2.5
1400_LeafPhotoA_2025-09-08 12_27_08.065,2.15,PI576337,3.5,NA,3.5
1402_LeafPhotoB_2025-09-08 10_39_37.458,2.53,SC0877,2,1.5,1.75
1402_LeafPhotoB_2025-09-08 10_39_51.383,0.68,SC0877,2.5,NA,2.5
1402_LeafPhotoB_2025-09-08 10_40_07.212,0.52,SC0877,2,2.5,2.25
1403_LeafPhotoA_2025-09-08 09_22_57.928,0.29,PI533915,2.5,NA,2.5
1403_LeafPhotoA_2025-09-08 09_23_29.770,0.13,PI533915,1.5,NA,1.5
1403_LeafPhotoA_2025-09-08 09_23_43.647,0.68,PI533915,1.5,2,1.75
1403_LeafPhotoB_2025-09-08 09_56_24.150,0.41,PI533915,1.5,NA,1.5
1403_LeafPhotoB_2025-09-08 09_56_43.771,0.84,PI533915,3.5,NA,3.5
1403_LeafPhotoB_2025-09-08 09_57_03.631,0.61,PI533915,1.5,2.5,2
1404_LeafPhotoA_2025-09-08 09_24_09.579,0.61,PI533816,3,NA,3
1404_LeafPhotoA_2025-09-08 09_24_59.245,0.41,PI533816,2,NA,2
1404_LeafPhotoA_2025-09-08 09_25_24.932,0.98,PI533816,3,NA,3
1404_LeafPhotoB_2025-09-08 09_57_48.172,0.07,PI533816,2,NA,2
1404_LeafPhotoB_2025-09-08 09_58_06.206,0.68,PI533816,1.5,3,2.25
1404_LeafPhotoB_2025-09-08 09_58_20.950,0.08,PI533816,2.5,NA,2.5
1405_LeafPhotoA_2025-09-08 09_25_44.126,0.23,PI533774,2,NA,2
1405_LeafPhotoA_2025-09-08 09_26_00.409,0.02,PI533774,1.5,1,1.25
1405_LeafPhotoA_2025-09-08 09_26_17.478,0.15,PI533774,1.5,NA,1.5
