environment,genotype,embedding_mean_30,embedding_std_897
Nebraska2025,PI554654,-0.1430863619054647,0.8407252126822422
Nebraska2025,PI555457,-0.1783287192312421,0.8217590576968041
Nebraska2025,PI561071,-0.16936453545313584,0.8057252171572165
Nebraska2025,PI561072,-0.1812981940981707,0.8279156896631394
Nebraska2025,PI561073,-0.20698797479445444,0.81499602979828345
Nebraska2025,PI561472,-0.2819593008256097,0.8463990833713181
Nebraska2025,PI561926,-0.12717479082599242,0.8390919002471646
Nebraska2025,PI562623,-0.2544504234096898,0.8068543618210584
Nebraska2025,PI564163,-0.17698107839919738,0.8232809679701084
Nebraska2025,PI564164,-0.1741577944622364,0.8425579883053803
Nebraska2025,PI564165,-0.17396144396247903,0.8153096223959008
Nebraska2025,PI565121,-0.21327437038461375,0.8318971832198592
Nebraska2025,PI574397,-0.1715706071753727,0.8336358833634671
Nebraska2025,PI574398,-0.3125217164056248,0.8088471715675098
Nebraska2025,PI574407,-0.13196961155245368,0.8313358498488012
Nebraska2025,PI574455,-0.04836631600235791,0.8374813394354707
Nebraska2025,PI576130,-0.26141480005014917,0.8099658044837542
Nebraska2025,PI576328,-0.0683599940499611,0.8566215611096822
Nebraska2025,PI576329,-0.22559986145112995,0.8367284846784249
Nebraska2025,PI576330,-0.0653392036393867,0.8341656536451431
Nebraska2025,PI576331,-0.05492041887701826,0.9128324386879668
Nebraska2025,PI576332,-0.1613189292413973,0.8311095921779821
Nebraska2025,PI576333,-0.23629785836618392,0.8232001437712446
Nebraska2025,PI576334,-0.05370320083351312,0.8499624241009381
Nebraska2025,PI576335,-0.09107097657192698,0.8323890136613037
Nebraska2025,PI576336,-0.15478040627529782,0.8122847932455678
Nebraska2025,PI576337,-0.07984161162593705,0.8439970596393799
Nebraska2025,PI576338,-0.16258314981091296,0.8548686119474305
Nebraska2025,PI576339,-0.2574802810087755,0.8472890193451427
Nebraska2025,PI576340,-0.12538950769224513,0.8462994120399754
Nebraska2025,PI576341,-0.14093754784491616,0.8292958748294483
Nebraska2025,PI576342,-0.22773190796668472,0.8330694860581198
Nebraska2025,PI576343,-0.17385629609708947,0.8393646967202065
Nebraska2025,PI576344,0.0170022148454694,0.8640787927405826
Nebraska2025,PI576345,-0.14987162638359308,0.8487942008017906
Nebraska2025,PI576346,-0.06740586134903706,0.8996169477583478
Nebraska2025,PI576347,-0.20966375909004192,0.8564389793895412
Nebraska2025,PI576348,-0.08980974649764951,0.8316769328690035
Nebraska2025,PI576350,-0.15012593955090717,0.8639003696602783
Nebraska2025,PI576351,-0.08653850863933246,0.8212559781306386
Nebraska2025,PI576352,-0.17977941577198803,0.8215651646590998
Nebraska2025,PI576353,-0.1147112325265012,0.8394209285450298
Nebraska2025,PI576354,-0.0988333103059915,0.8672233217794361
Nebraska2025,PI576355,-0.11484258629130124,0.8187111300311183
Nebraska2025,PI576356,-0.15440929970265524,0.845161805969866
Nebraska2025,PI576357,-0.1597375927075355,0.8873842653859606
Nebraska2025,PI576358,-0.18444681686335224,0.8257630332352527
Nebraska2025,PI576359,-0.22022970173112663,0.8614548944646785
Nebraska2025,PI576360,-0.19113336736566525,0.8391745417642912
Nebraska2025,PI576361,-0.20782614916105127,0.8545695901240736
Nebraska2025,PI576362,-0.14390205895659583,0.8411824153499696
Nebraska2025,PI576363,-0.12594268759206872,0.854888046892409
Nebraska2025,PI576364,-0.10098057291060453,0.8938643703385711
Nebraska2025,PI576365,-0.20255941779058845,0.8148137898356107
Nebraska2025,PI576366,-0.08638410571006433,0.8289319522816018
Nebraska2025,PI576367,-0.19194126850407156,0.8630905582222514
Nebraska2025,PI576368,-0.1388179706475499,0.8161625601083861
Nebraska2025,PI576369,-0.1008021150853883,0.8679804148703156
Nebraska2025,PI576370,-0.1018804900611874,0.8665210409937523
Nebraska2025,PI576371,-0.13783785374867502,0.8563046368049632
Nebraska2025,PI576372,-0.1513534780777288,0.834700277403877
Nebraska2025,PI576373,-0.14929476262839184,0.8648549775607403
Nebraska2025,PI576374,0.04668609124635803,0.8727927400333604
Nebraska2025,PI576375,-0.16355332428188293,0.8370900537562029
Nebraska2025,PI576376,-0.2265468279281035,0.7897855177334513
Nebraska2025,PI576377,-0.25534591188224637,0.8751896610548344
Nebraska2025,PI576378,1.1541196330613e-4,0.8771558685211025
Nebraska2025,PI576379,0.0042269972443778,0.8633676261166903
Nebraska2025,PI576380,-0.13388405256471786,0.8242292161769459
Nebraska2025,PI576381,-0.10141909213355924,0.8243515829172635
Nebraska2025,PI576382,-0.29210625474861446,0.8129284568312041
Nebraska2025,PI576383,-0.10310842384959595,0.886068663207629
Nebraska2025,PI576385,-0.12069989094338585,0.857181693556406
Nebraska2025,PI576386,-0.1754343597787819,0.8444562850981563
Nebraska2025,PI576387,-0.11930496276601904,0.8529725223302296
Nebraska2025,PI576389,-0.219567418752608,0.8530410678099981
Nebraska2025,PI576390,-0.2067762574275879,0.8637620373386248
Nebraska2025,PI576391,-0.09133489409973404,0.8492086760702997
Nebraska2025,PI576392,-0.16182962943935478,0.8479949370327943
Nebraska2025,PI576393,-0.0200585535926453,0.8467909871528129
Nebraska2025,PI576394,-0.1764426179100368,0.8384802234972905
Nebraska2025,PI576395,-0.07889826765422582,0.8265538132307776
Nebraska2025,PI576396,-0.2106952803556679,0.8688713299949669
Nebraska2025,PI576397,-0.22538976479201167,0.8294102110525681
Nebraska2025,PI576398,-0.10167120250328718,0.845393710211493
Nebraska2025,PI576399,-0.03854529145303051,0.8670796895020081
Nebraska2025,PI576400,-0.15082583411425404,0.8302601372749339
Nebraska2025,PI576401,-0.1865801339021918,0.8133747117590098
Nebraska2025,PI576402,-0.2024459295531224,0.8182511521202152
Nebraska2025,PI576403,-0.12846069676782787,0.8350209851929787
Nebraska2025,PI576404,-0.14086088177378356,0.8928989787890238
Nebraska2025,PI576405,-0.2399374683942956,0.8693487737792265
Nebraska2025,PI576406,-0.118071456848102,0.8376481939800438
Nebraska2025,PI576407,-0.4219895747409715,0.7994043512066523
Nebraska2025,PI576408,-0.20344198717721396,0.8692681610164095
Nebraska2025,PI576409,-0.178753207315296,0.8260649438343592
Nebraska2025,PI576410,-0.1982492764267428,0.8571109347844548
Nebraska2025,PI576411,-0.24736354382107825,0.8425440651387435
Nebraska2025,PI576412,-0.0413301210850017,0.875070002421118
Nebraska2025,PI576413,-0.07794391876519685,0.8501513155059179
Nebraska2025,PI576414,-0.0493853793997483,0.88499345142053365
Nebraska2025,PI576415,-0.10699765760817584,0.8334094586054547
Nebraska2025,PI576416,-0.16765623747361763,0.8780537494541332
Nebraska2025,PI576417,-0.1744683973565794,0.8339034609463061
Nebraska2025,PI576418,-0.02898012718330309,0.8587810573086232
Nebraska2025,PI576419,-0.1316368722240553,0.8596190579131604
Nebraska2025,PI576420,0.00492505422584468,0.8601347534740149
Nebraska2025,PI576421,-0.00413755305021854,0.8540538960250063
Nebraska2025,PI576422,-0.1634725698705668,0.864209380507504
Nebraska2025,PI576423,-0.09298613821401368,0.7933474765869285
Nebraska2025,PI576424,-0.1697696217834156,0.8462308273539956
Nebraska2025,PI576425,-0.06520620234535815,0.8125106840352269
Nebraska2025,PI576426,-0.10684243835853471,0.8065550197981071
Nebraska2025,PI576427,-0.19563725608569904,0.8523137550170129
Nebraska2025,PI576428,-0.11288553736979796,0.8246229405735995
Nebraska2025,PI576429,-0.07529864903008646,0.8690204107513875
Nebraska2025,PI576430,-0.11272989772752014,0.8676185935182116
Nebraska2025,PI576431,-0.11883886475270104,0.8422569545318191
Nebraska2025,PI576432,-0.09884492133633906,0.8400963978765783
Nebraska2025,PI576433,-0.12370668468320788,0.8267382652065667
Nebraska2025,PI576434,-0.2782804226363156,0.8666438261678511
Nebraska2025,PI576435,-0.1920293914983002,0.804311055084073
Nebraska2025,PI576436,-0.14625022844319427,0.8226784161899611
Nebraska2025,PI576437,-0.1775409052875177,0.9039604924112318
Nebraska2025,PI585291,-0.2882388628118717,0.7958897869566642
Nebraska2025,PI585295,-0.19928229384205756,0.7934073969389173
Nebraska2025,PI594355,-0.15226041049156647,0.8170280897898841
Nebraska2025,PI595699,-0.2231772079907739,0.8248834307375192
Nebraska2025,PI595700,-0.1650938879893368,0.883386645156835
Nebraska2025,PI595701,-0.10000464842444584,0.8847677810494253
Nebraska2025,PI595702,-0.11104330404142304,0.8483274472901998
Nebraska2025,PI595703,-0.20689619371430215,0.8312337888446113
Nebraska2025,PI595704,-0.1985886805525374,0.8344305731088312
Nebraska2025,PI595705,-0.22630866715576367,0.8407574864737678
Nebraska2025,PI595706,-0.08678935801274067,0.875379428588408
Nebraska2025,PI595708,-0.17277053400055783,0.8517808362140693
Nebraska2025,PI595709,-0.2430624994527744,0.8233056377828037
Nebraska2025,PI595710,-0.09582898676557756,0.859509288528304
Nebraska2025,PI595711,-0.1614397456887488,0.8605641678613026
Nebraska2025,PI595712,-0.09586761109367382,0.8758991931774337
Nebraska2025,PI595713,-0.1924841053612931,0.8366931297728227
Nebraska2025,PI595714,-0.1028379517858699,0.8438734919471919
Nebraska2025,PI595716,-0.2374772816089168,0.8320288960302019
Nebraska2025,PI595717,-0.3115056944967857,0.8270280498148641
Nebraska2025,PI595718,-0.0500068669839637,0.8463580080654737
Nebraska2025,PI595719,0.03870851207476239,0.8138847225406017
Nebraska2025,PI595720,-0.02679717807349571,0.8217487986067303
Nebraska2025,PI595721,-0.10403085453818552,0.826340195443302
Nebraska2025,PI595722,-0.07754272159594625,0.8432415490943722
Nebraska2025,PI595723,-0.22370409132325655,0.8384557496556098
Nebraska2025,PI595724,-0.06398104422958881,0.8535870936533391
Nebraska2025,PI595725,0.00823351128018976,0.8879384374959307
Nebraska2025,PI595726,-0.05891077474857789,0.8334792667108812
Nebraska2025,PI595727,-0.20665986418570392,0.8428873696708383
Nebraska2025,PI595728,0.07073000741166077,0.8603491124956313
Nebraska2025,PI595729,-0.14090000235900724,0.865790978398582
Nebraska2025,PI595730,-0.16261166196424515,0.8441168636625941
Nebraska2025,PI595731,-0.21611639630444884,0.8429847884366705
Nebraska2025,PI595732,-0.3114199783708995,0.817207155600435
Nebraska2025,PI595733,-0.24530628896515771,0.8013445857601503
Nebraska2025,PI595734,-0.25445994077548106,0.7975315484103588
Nebraska2025,PI595735,-0.17992836036919807,0.8277299313395672
Nebraska2025,PI595736,-0.1794159124400158,0.8155372638032403
Nebraska2025,PI595737,-0.2292874831691352,0.8292263148516089
Nebraska2025,PI595738,-0.13449563690408473,0.8420149784159706
Nebraska2025,PI595739,-0.1266407400638188,0.8270538033522442
Nebraska2025,PI595740,0.01364778655986628,0.8858521851814278
Nebraska2025,PI595741,-0.1293806039420316,0.8367512358521653
Nebraska2025,PI595742,-0.0239836210845388,0.8763088771928313
Nebraska2025,PI595743,0.03590010010169039,0.850345118598546
Nebraska2025,PI595744,-0.1867766526523033,0.8676333451001234
Nebraska2025,PI595745,-0.08383887079327838,0.8395355964845563
Nebraska2025,PI595746,-0.23782562479021935,0.8089086189716207
Nebraska2025,PI595747,-0.1680269790120834,0.8386270615608877
Nebraska2025,PI595748,-0.16039320999279327,0.8574338192175689
Nebraska2025,PI596332,-0.07011473550587383,0.8132654221844752
Nebraska2025,PI596567,-0.06725588317347747,0.8480373728283829
Nebraska2025,PI597943,-0.19975707626409733,0.841745475140893
Nebraska2025,PI597944,-0.08841892695768556,0.8350863528811028
Nebraska2025,PI597945,-0.11733283760004934,0.8442506431321869
Nebraska2025,PI597946,-0.26996128963866745,0.8299870211318172
Nebraska2025,PI597947,-0.1315346461021248,0.8806935914040827
Nebraska2025,PI597949,-0.1784686897572504,0.8454625760874334
Nebraska2025,PI597950,-0.06415834308414042,0.9090983620093824
Nebraska2025,PI597951,-0.07083812975794329,0.8673283698902687
Nebraska2025,PI597952,-0.11335292475515994,0.8863803831538607
Nebraska2025,PI597953,-0.12417564988664707,0.8527811491195851
Nebraska2025,PI597954,-0.1622011406681566,0.8848416237566737
Nebraska2025,PI597955,-0.11263909367984928,0.8804899496672455
Nebraska2025,PI597956,-0.02533504477765766,0.8761855891690016
Nebraska2025,PI597957,-0.12962921380190956,0.8561159204464983
Nebraska2025,PI597958,-0.18883529657239848,0.8192845917945496
Nebraska2025,PI597959,-0.06471078588894799,0.8443817910385203
Nebraska2025,PI597960,-0.07256495219438168,0.8267432923868336
Nebraska2025,PI597961,-0.12291729948222446,0.833605477422286
Nebraska2025,PI597962,-0.331667766734587,0.8224388767624705
Nebraska2025,PI597963,-0.03991974091493075,0.8369051307102062
Nebraska2025,PI597965,-0.1655125928554,0.8621585302702722
Nebraska2025,PI597966,-0.0512412966757324,0.8342905057039706
Nebraska2025,PI597967,-0.17827156472100616,0.8187239004143492
Nebraska2025,PI597968,-0.13855125044098135,0.8670716920552175
Nebraska2025,PI597969,-0.10222149159667204,0.8751331943513494
Nebraska2025,PI597970,-0.21356506572800577,0.8197691575300639
Nebraska2025,PI597971,-0.14661734430862872,0.8767672608375375
Nebraska2025,PI597972,-0.07152721620271546,0.8888863987571759
Nebraska2025,PI597973,-0.0967374071615408,0.8496692996826868
Nebraska2025,PI597974,-0.05371721312127511,0.8643789325176979
Nebraska2025,PI597975,-0.053039697549077,0.892191730674085
Nebraska2025,PI597976,-0.11440500401764148,0.8436544448819014
Nebraska2025,PI597977,-0.06271216452321468,0.8795511255526873
Nebraska2025,PI597978,-0.16194322965772046,0.8492787386452518
Nebraska2025,PI597979,0.03078500648041773,0.8505332023145993
Nebraska2025,PI597980,0.0038844541783144,0.83201668297695075
Nebraska2025,PI597981,0.00951971949127991,0.9089674646465028
Nebraska2025,PI597982,-0.16795488160827912,0.8416129822102909
Nebraska2025,PI598069,-0.19099484581542175,0.8583102415574694
Nebraska2025,PI598070,-0.1331711781497383,0.8730565983284458
Nebraska2025,PI601415,-0.21692786915368065,0.804342636205205
Nebraska2025,PI601553,-0.30439997040268635,0.8010042581495945
Nebraska2025,PI601554,-0.17301532220795732,0.8014350282900782
Nebraska2025,PI601555,-0.05944011598348714,0.8676060801558965
Nebraska2025,PI601556,-0.15191620449062987,0.8259836540468162
Nebraska2025,PI601557,-0.10380993794654604,0.8387367029555176
Nebraska2025,PI601716,-0.1981250465425073,0.8486242823503645
Nebraska2025,PI601721,-0.10698083463044251,0.8221097062831575
Nebraska2025,PI601743,-0.08597266685075036,0.8474519785431806
Nebraska2025,PI601744,-0.1318706931774805,0.8317296473384624
Nebraska2025,PI601756,-0.07380746031490525,0.8531910222694431
Nebraska2025,PI602599,-0.20143551663118153,0.8157755272218965
Nebraska2025,PI602600,-0.12777244397515714,0.8418433435935003
Nebraska2025,PI603983,-0.2371129852646615,0.8079829759034262
Nebraska2025,PI605723,-0.03979519483076557,0.8521558091488167
Nebraska2025,PI605724,-0.2162061115687078,0.8200290857965385
Nebraska2025,PI605725,-0.186365222909996,0.8258956574796568
Nebraska2025,PI605726,-0.08831103571916979,0.8565294115686686
Nebraska2025,PI606788,-0.20763011508398893,0.8388062847203133
Nebraska2025,PI607931,-0.12678473855966044,0.8663191458492117
Nebraska2025,PI609456,-0.01740950989269937,0.8642852179015427
Nebraska2025,PI613536,-0.0927515599608146,0.8536342908393444
Nebraska2025,PI613610,-0.15608674240720863,0.8417483387024479
Nebraska2025,PI613611,-0.02518364848469689,0.8456026560123503
Nebraska2025,PI613612,-0.15834509571015917,0.851365151138045
Nebraska2025,PI613613,-0.09590213680270494,0.8997331645143396
Nebraska2025,PI619402,-0.13410827990753182,0.8300620040870327
Nebraska2025,PI629034,-0.2612109860057652,0.8178495389289218
Nebraska2025,PI629040,-0.16771621243882218,0.8346329207722719
Nebraska2025,PI629059,-0.24439543500758565,0.8289271008767358
Nebraska2025,PI641824,-0.1860836555566375,0.8400929227643007
Nebraska2025,PI641836,-0.25048840166992786,0.8391627065789469
Nebraska2025,PI641849,-0.24873586097060296,0.8318214014371397
Nebraska2025,PI641874,-0.1438621315636006,0.8558557629323279
Nebraska2025,PI642791,-0.2157025342632592,0.8156601687294683
Nebraska2025,PI642793,-0.09666805530363988,0.8571217586059465
Nebraska2025,PI642992,-0.13059432226996331,0.8494229172348238
Nebraska2025,PI642998,-0.15657542587158832,0.8110858527407384
Nebraska2025,PI651492,-0.23490616743110865,0.8050497439364762
Nebraska2025,PI651496,-0.09846808901151335,0.8291222097571382
Nebraska2025,PI653616,-0.10805204424449924,0.8404241154153461
Nebraska2025,PI653617,-0.157280369179223,0.8789705211925952
Nebraska2025,PI655970,-0.1265188917629667,0.823502295829247
Nebraska2025,PI655971,-0.22381069191803632,0.8436116764151693
Nebraska2025,PI655972,-0.12059787551676218,0.8845450523369891
Nebraska2025,PI655973,-0.1414424149860856,0.8234302910246596
Nebraska2025,PI655974,-0.24959047866048356,0.8337092526621956
Nebraska2025,PI655975,-0.13654731784022703,0.8274262367875537
Nebraska2025,PI655976,-0.0919340278355875,0.8583117828216246
Nebraska2025,PI655977,-0.0655838824603362,0.8673602403179579
Nebraska2025,PI655978,-0.16771872252068737,0.848595677563479
Nebraska2025,PI655979,-0.1351526805026564,0.8408099989657788
Nebraska2025,PI655980,-0.16222449221200075,0.8536552313772465
Nebraska2025,PI655981,-0.04596918753001,0.8070928619861479
Nebraska2025,PI655982,-0.16037598280413531,0.8222836188205135
Nebraska2025,PI655983,-0.24252796937865828,0.8310034732341137
Nebraska2025,PI655984,-0.13388317817538564,0.8571003726421653
Nebraska2025,PI655985,-0.12566992851321884,0.825174758482703
Nebraska2025,PI655986,-0.08059185955753988,0.8352432014404516
Nebraska2025,PI655987,-0.1664848949743763,0.8152911757685507
Nebraska2025,PI655988,-0.2195064266484729,0.8324531575436152
Nebraska2025,PI655989,-0.23431074033638,0.8405652704397696
Nebraska2025,PI655990,-0.2549076822584957,0.8507725928035864
Nebraska2025,PI655991,-0.17206127677951266,0.8337784920769291
Nebraska2025,PI655992,-0.14592691608856312,0.847368242226615
Nebraska2025,PI655993,-0.15830007786801928,0.8290532193618488
Nebraska2025,PI655994,-0.24358511310544584,0.823397791500454
Nebraska2025,PI655995,-0.27558904128655665,0.8326433240883018
Nebraska2025,PI655996,-0.1491464576090871,0.8505888929540296
Nebraska2025,PI655997,-0.06347429864698273,0.8374348840777901
Nebraska2025,PI655998,-0.0699890586706502,0.8003635338421116
Nebraska2025,PI655999,-0.11084932240529093,0.8340913317272536
Nebraska2025,PI656000,-0.09951502096178096,0.8149730105963774
Nebraska2025,PI656001,-0.09781132107975332,0.8100785480433399
Nebraska2025,PI656002,-0.1586409004697247,0.8140846458558338
Nebraska2025,PI656003,-0.23024282640931307,0.8161255318226246
Nebraska2025,PI656004,-0.2630685412024538,0.8051630540272869
Nebraska2025,PI656005,-0.17161836007021908,0.8435508439959178
Nebraska2025,PI656006,-0.14797602243917518,0.7964693257983421
Nebraska2025,PI656007,-0.11383444210478268,0.8365018705671333
Nebraska2025,PI656008,-0.31633939478598994,0.7938250771550284
Nebraska2025,PI656009,-0.14420614055325054,0.8043320397791023
Nebraska2025,PI656010,-0.0925923251234333,0.8659533326939216
Nebraska2025,PI656011,-0.17456009535866585,0.7949818128750603
Nebraska2025,PI656012,-0.2956977534029176,0.7916137914533793
Nebraska2025,PI656013,-0.21112174517300103,0.8728229097370904
Nebraska2025,PI656014,-0.1224045399936285,0.8156162740995501
Nebraska2025,PI656015,-0.1832392067309443,0.8187812851195727
Nebraska2025,PI656016,-0.17545857647920748,0.81772912036164
Nebraska2025,PI656017,-0.2330062606088246,0.8065805413251135
Nebraska2025,PI656018,-0.1898418870007283,0.8234264071972432
Nebraska2025,PI656019,-0.09835680219070712,0.8893921064742246
Nebraska2025,PI656020,-0.14434250988309344,0.8435621192518763
Nebraska2025,PI656021,5.7848107838465e-4,0.7801792908814627
Nebraska2025,PI656022,-0.1480023709394102,0.8390902704429912
Nebraska2025,PI656023,-0.0876248912479463,0.850558345798832
Nebraska2025,PI656024,-0.18937311788233663,0.7998806930876639
Nebraska2025,PI656025,-0.08118026071743989,0.8560224864408132
Nebraska2025,PI656026,-0.1583666673748969,0.8165698580863145
Nebraska2025,PI656027,-0.3022283565679425,0.8330042220699253
Nebraska2025,PI656028,-0.24412861521212537,0.842415485951049
Nebraska2025,PI656029,-0.13723440844068222,0.8181932389994088
Nebraska2025,PI656030,-0.24886726251136784,0.8540388096362959
Nebraska2025,PI656031,-0.2125027297301187,0.8041132597393623
Nebraska2025,PI656032,-0.2263273302490831,0.8354282813955005
Nebraska2025,PI656033,-0.11842293233376663,0.8310683469305186
Nebraska2025,PI656034,-0.2292872223728653,0.805776931392551
Nebraska2025,PI656035,-0.13741655880914047,0.8409200835714542
Nebraska2025,PI656036,-0.23223058343891365,0.7925888877735471
Nebraska2025,PI656037,-0.19238498447278785,0.8305387907279123
Nebraska2025,PI656038,-0.1427520891679463,0.8464758051681844
Nebraska2025,PI656039,-0.2537402849300832,0.8145909043938326
Nebraska2025,PI656040,-0.03181797532430119,0.8554811675501462
Nebraska2025,PI656041,-0.1361154158984508,0.8404672860120761
Nebraska2025,PI656042,-0.21092477806842183,0.8200119110323995
Nebraska2025,PI656043,-0.2848822367254456,0.8069170121289007
Nebraska2025,PI656044,-0.260304937596884,0.8211027946663352
Nebraska2025,PI656046,-0.18278305001889136,0.8773833000105856
Nebraska2025,PI656047,-0.07637401915806777,0.8620120791307404
Nebraska2025,PI656048,-0.2103949826837083,0.823667231902419
Nebraska2025,PI656049,-0.20250187529534452,0.819143059932543
Nebraska2025,PI656050,-0.19740013576744236,0.8618781259495731
Nebraska2025,PI656051,-0.2489754036469778,0.8113727178816865
Nebraska2025,PI656052,-0.02846321596062442,0.8761114505648935
Nebraska2025,PI656053,-0.22313647164255457,0.8156538306732944
Nebraska2025,PI656054,-0.14518152167197793,0.833090399455861
Nebraska2025,PI656055,-0.17438114708352756,0.827166477991568
Nebraska2025,PI656056,-0.12807210418859577,0.8186504897934682
Nebraska2025,PI656057,-0.16207512496033538,0.8367071040623557
Nebraska2025,PI656058,-0.27763244422002176,0.8191531362789385
Nebraska2025,PI656059,-0.30954904037937464,0.8091201385753933
Nebraska2025,PI656060,-0.1344904492042433,0.8277805808808415
Nebraska2025,PI656061,-0.03991685217184385,0.8501621573375505
Nebraska2025,PI656062,-0.096207715364179755,0.8054839334991464
Nebraska2025,PI656063,-0.149056369793647,0.8283342405598041
Nebraska2025,PI656064,-0.19158827411346124,0.8443148915023054
Nebraska2025,PI656065,-0.24807524718786617,0.8739112889356027
Nebraska2025,PI656066,-0.1750437341454248,0.8480273381558268
Nebraska2025,PI656067,-0.20293137924510296,0.855429814169914
Nebraska2025,PI656068,-0.03316569693095583,0.8149055270545528
Nebraska2025,PI656069,-0.06490485319151332,0.8230832864126907
Nebraska2025,PI656070,-0.04073243481361341,0.8582221270717768
Nebraska2025,PI656071,-0.00997773526597153,0.85098667706872
Nebraska2025,PI656072,-0.1099542005294946,0.7913374494623675
Nebraska2025,PI656073,-0.17811784009403925,0.8191467608427353
Nebraska2025,PI656074,-0.1990327215929505,0.8651027788753572
Nebraska2025,PI656075,-0.2864249548178618,0.8093549560946047
Nebraska2025,PI656076,-0.15566524313348884,0.8075879952077869
Nebraska2025,PI656077,-0.2094049895990172,0.8171492446500845
Nebraska2025,PI656078,-0.06728437388059363,0.8205172668551741
Nebraska2025,PI656079,-0.15325826777803528,0.8274221896316563
Nebraska2025,PI656080,-0.11999129453716471,0.8842300160869133
Nebraska2025,PI656081,-0.119874064316575,0.8416138501965755
Nebraska2025,PI656082,-0.05916339930658212,0.8275312825589282
Nebraska2025,PI656083,-0.08232766767868022,0.8731804222494683
Nebraska2025,PI656084,-0.1548384932492432,0.8044074067146658
Nebraska2025,PI656085,-0.223895271274594,0.8236457638294306
Nebraska2025,PI656086,-0.14254997516380502,0.8102525193514564
Nebraska2025,PI656087,-0.15462239029386982,0.8415018420722232
Nebraska2025,PI656088,-0.16270441379363532,0.841776828635988
Nebraska2025,PI656089,-0.08327712907732876,0.8745659379559103
Nebraska2025,PI656090,-0.2449355707912763,0.8441067035991929
Nebraska2025,PI656091,-0.11210790052874788,0.8054221470351232
Nebraska2025,PI656092,-0.03324933867703264,0.8240323333406453
Nebraska2025,PI656093,-0.09920085645320156,0.8619913459488949
Nebraska2025,PI656094,-0.24505688402426937,0.8292758208244156
Nebraska2025,PI656095,-0.18073257948226468,0.8235255020054117
Nebraska2025,PI656096,-0.08499763849997297,0.8390692149446892
Nebraska2025,PI656097,-0.11739391070134304,0.8489544528077781
Nebraska2025,PI656098,-0.1114301562997974,0.8922612263707469
Nebraska2025,PI656099,-0.21228799900057477,0.820075252508878
Nebraska2025,PI656100,-0.1510449583721373,0.8351603584237723
Nebraska2025,PI656101,-0.03634647799437501,0.8962164583542753
Nebraska2025,PI656102,-0.0437987990148658,0.8985881974375268
Nebraska2025,PI656103,-0.09019088915632492,0.8495415159118042
Nebraska2025,PI656104,-0.1827082087039928,0.8401691212197836
Nebraska2025,PI656105,-0.1852124681101301,0.8548466823814148
Nebraska2025,PI656106,-0.07567658845985648,0.8483765504963761
Nebraska2025,PI656107,-0.1288064593322066,0.8358416495189884
Nebraska2025,PI656108,-0.282891043429784,0.8355287732613436
Nebraska2025,PI656109,-0.11928167097830498,0.8790072004265301
Nebraska2025,PI656110,-0.19429913455822376,0.8399193261421533
Nebraska2025,PI656111,-0.1640965829232588,0.849779096274318
Nebraska2025,PI656112,-0.17960773498178695,0.851479799373456
Nebraska2025,PI656113,-0.03901580435785609,0.829860836495958
Nebraska2025,PI656114,-0.12152047704136104,0.8561049365030199
Nebraska2025,PI656115,-0.06419825219579209,0.8917958729890989
Nebraska2025,PI656116,-0.1529966825021016,0.8971996552605316
Nebraska2025,PI656117,-0.08718320255230293,0.8164272399919492
Nebraska2025,PI656118,-0.07439048931688577,0.8365793503427987
Nebraska2025,PI656119,-0.00425770658483398,0.8657162168626792
Nebraska2025,PI656120,-0.2629371985308611,0.8517539537255894
Nebraska2025,PI656121,-0.11766051075946632,0.8524782641412296
Nebraska2025,PI659691,-0.08754922593664724,0.8477786545832282
Nebraska2025,PI659692,-0.12178260176158708,0.8316357744847924
Nebraska2025,PI659693,-0.1557542432260831,0.8392030897139269
Nebraska2025,PI659694,-0.2750623253780059,0.8083241101165388
Nebraska2025,PI659695,-0.18287226491238023,0.8205807956113772
Nebraska2025,PI659696,-0.20277207211735457,0.8302210588257549
Nebraska2025,PI659753,-0.24632224399630132,0.8655907860254134
Nebraska2025,SC0003,-0.2440461377587227,0.819067493385752
Nebraska2025,SC0027,-0.09272141154346984,0.8675174009204994
Nebraska2025,SC0041,-0.15296059503580486,0.8307956597312576
Nebraska2025,SC0092,-0.03242536593508172,0.8334034947253754
Nebraska2025,SC0138,-0.15461619441549596,0.8294515191127356
Nebraska2025,SC0150,-0.09785840698853272,0.8384845000336637
Nebraska2025,SC0156,-0.1191718874443432,0.8874357186686527
Nebraska2025,SC0157,-0.12420773869509308,0.8379366191181749
Nebraska2025,SC0159,-0.09559238270335108,0.8523703673276896
Nebraska2025,SC0178,-0.0091847419248226,0.8820967027061939
Nebraska2025,SC0179,-0.23755910262402707,0.8229286580976942
Nebraska2025,SC0190,-0.12983769644438636,0.8343946487333866
Nebraska2025,SC0191,-0.16134729955701854,0.8738820186961029
Nebraska2025,SC0201,-0.20065836653651825,0.8437168145756537
Nebraska2025,SC0235,0.00950193692990875,0.8312998523189729
Nebraska2025,SC0236,-0.10917822455132274,0.8817819951611189
Nebraska2025,SC0247,-0.21166553062999627,0.8430990980487076
Nebraska2025,SC0249,-0.1550185216424461,0.8398777432602259
Nebraska2025,SC0263,-0.17488716806581286,0.8127840639262162
Nebraska2025,SC0266,-0.15262655218054738,0.8561441872144842
Nebraska2025,SC0276,-0.14877269574049395,0.8572569219112158
