image_id,image_path,environment,plotNumber,genotype,estimated_leaf_area,log_estimated_leaf_area,sam3_n_crops,leaf_area_segmentation_method,leaf_area_status
250012_LeafPhotoA_2025-10-01 08_44_20.583,data/externalsourcerequired/fvsu2025/images/250012_LeafPhotoA_2025-10-01 08_44_20.583-05_00.jpg,Georgia2025,250012,PI552861,3860883,15.166406471756924,4,CV2,ok
250012_LeafPhotoA_2025-10-01 08_44_40.115,data/externalsourcerequired/fvsu2025/images/250012_LeafPhotoA_2025-10-01 08_44_40.115-05_00.jpg,Georgia2025,250012,PI552861,3672292,15.116326548258083,4,CV2,ok
250012_LeafPhotoA_2025-10-01 08_44_58.260,data/externalsourcerequired/fvsu2025/images/250012_LeafPhotoA_2025-10-01 08_44_58.260-05_00.jpg,Georgia2025,250012,PI552861,4168198,15.242994366085487,4,CV2,ok
250013_LeafPhotoA_2025-10-01 08_45_44.764,data/externalsourcerequired/fvsu2025/images/250013_LeafPhotoA_2025-10-01 08_45_44.764-05_00.jpg,Georgia2025,250013,PI534123,1925311,14.47059807109642,4,CV2,ok
250013_LeafPhotoA_2025-10-01 08_46_00.333,data/externalsourcerequired/fvsu2025/images/250013_LeafPhotoA_2025-10-01 08_46_00.333-05_00.jpg,Georgia2025,250013,PI534123,2452200,14.712496138780423,4,CV2,ok
250013_LeafPhotoA_2025-10-01 08_46_44.200,data/externalsourcerequired/fvsu2025/images/250013_LeafPhotoA_2025-10-01 08_46_44.200-05_00.jpg,Georgia2025,250013,PI534123,3274329,15.001623520563406,4,CV2,ok
250014_LeafPhotoA_2025-10-01 08_47_18.953,data/externalsourcerequired/fvsu2025/images/250014_LeafPhotoA_2025-10-01 08_47_18.953-05_00.jpg,Georgia2025,250014,PI533976,3237352,14.990266269659287,4,CV2,ok
250014_LeafPhotoA_2025-10-01 08_47_38.087,data/externalsourcerequired/fvsu2025/images/250014_LeafPhotoA_2025-10-01 08_47_38.087-05_00.jpg,Georgia2025,250014,PI533976,3316135,15.014310506109469,4,CV2,ok
250014_LeafPhotoA_2025-10-01 08_48_06.227,data/externalsourcerequired/fvsu2025/images/250014_LeafPhotoA_2025-10-01 08_48_06.227-05_00.jpg,Georgia2025,250014,PI533976,2102066,14.55843122859404,4,CV2,ok
250015_LeafPhotoA_2025-10-01 08_48_31.219,data/externalsourcerequired/fvsu2025/images/250015_LeafPhotoA_2025-10-01 08_48_31.219-05_00.jpg,Georgia2025,250015,PI595718,3190563,14.975707948216884,4,CV2,ok
250015_LeafPhotoA_2025-10-01 08_48_48.257,data/externalsourcerequired/fvsu2025/images/250015_LeafPhotoA_2025-10-01 08_48_48.257-05_00.jpg,Georgia2025,250015,PI595718,3186042,14.97428995203944,4,CV2,ok
250015_LeafPhotoA_2025-10-01 08_49_16.643,data/externalsourcerequired/fvsu2025/images/250015_LeafPhotoA_2025-10-01 08_49_16.643-05_00.jpg,Georgia2025,250015,PI595718,2595317,14.769219225117592,4,CV2,ok
250016_LeafPhotoA_2025-10-01 08_49_47.388,data/externalsourcerequired/fvsu2025/images/250016_LeafPhotoA_2025-10-01 08_49_47.388-05_00.jpg,Georgia2025,250016,PI576434,3260004,14.997238980336002,4,CV2,ok
250016_LeafPhotoA_2025-10-01 08_50_07.730,data/externalsourcerequired/fvsu2025/images/250016_LeafPhotoA_2025-10-01 08_50_07.730-05_00.jpg,Georgia2025,250016,PI576434,3264965,14.998759600880234,4,CV2,ok
250016_LeafPhotoA_2025-10-01 08_50_37.802,data/externalsourcerequired/fvsu2025/images/250016_LeafPhotoA_2025-10-01 08_50_37.802-05_00.jpg,Georgia2025,250016,PI576434,2722410,14.81702807539159,4,CV2,ok
250017_LeafPhotoA_2025-10-01 08_09_22.902,data/externalsourcerequired/fvsu2025/images/250017_LeafPhotoA_2025-10-01 08_09_22.902-05_00.jpg,Georgia2025,250017,PI534075,2031923,14.524493193261737,4,CV2,ok
250017_LeafPhotoA_2025-10-01 08_11_18.919,data/externalsourcerequired/fvsu2025/images/250017_LeafPhotoA_2025-10-01 08_11_18.919-05_00.jpg,Georgia2025,250017,PI534075,2628255,14.781830685842811,4,CV2,ok
250017_LeafPhotoA_2025-10-01 08_12_23.346,data/externalsourcerequired/fvsu2025/images/250017_LeafPhotoA_2025-10-01 08_12_23.346-05_00.jpg,Georgia2025,250017,PI534075,1927134,14.47154448312103,4,CV2,ok
250018_LeafPhotoA_2025-10-01 08_13_03.942,data/externalsourcerequired/fvsu2025/images/250018_LeafPhotoA_2025-10-01 08_13_03.942-05_00.jpg,Georgia2025,250018,PI656106,3139734,14.959648640920259,4,CV2,ok
250018_LeafPhotoA_2025-10-01 08_13_53.741,data/externalsourcerequired/fvsu2025/images/250018_LeafPhotoA_2025-10-01 08_13_53.741-05_00.jpg,Georgia2025,250018,PI656106,3074419,14.93862649828133,4,CV2,ok
250018_LeafPhotoA_2025-10-01 08_14_14.896,data/externalsourcerequired/fvsu2025/images/250018_LeafPhotoA_2025-10-01 08_14_14.896-05_00.jpg,Georgia2025,250018,PI656106,3143002,14.960688952114214,4,CV2,ok
250019_LeafPhotoA_2025-10-01 08_15_33.486,data/externalsourcerequired/fvsu2025/images/250019_LeafPhotoA_2025-10-01 08_15_33.486-05_00.jpg,Georgia2025,250019,PI656062,2952773,14.898255286792669,4,CV2,ok
250019_LeafPhotoA_2025-10-01 08_16_12.575,data/externalsourcerequired/fvsu2025/images/250019_LeafPhotoA_2025-10-01 08_16_12.575-05_00.jpg,Georgia2025,250019,PI656062,3500020,15.06827924072903,4,CV2,ok
250019_LeafPhotoA_2025-10-01 08_16_51.576,data/externalsourcerequired/fvsu2025/images/250019_LeafPhotoA_2025-10-01 08_16_51.576-05_00.jpg,Georgia2025,250019,PI656062,2388191,14.686046733545721,4,CV2,ok
250020_LeafPhotoA_2025-10-01 08_25_20.978,data/externalsourcerequired/fvsu2025/images/250020_LeafPhotoA_2025-10-01 08_25_20.978-05_00.jpg,Georgia2025,250020,PI642998,2753630,14.828430599208652,4,CV2,ok
250020_LeafPhotoA_2025-10-01 08_25_52.706,data/externalsourcerequired/fvsu2025/images/250020_LeafPhotoA_2025-10-01 08_25_52.706-05_00.jpg,Georgia2025,250020,PI642998,2081848,14.548766518767627,4,CV2,ok
250020_LeafPhotoA_2025-10-01 08_26_15.754,data/externalsourcerequired/fvsu2025/images/250020_LeafPhotoA_2025-10-01 08_26_15.754-05_00.jpg,Georgia2025,250020,PI642998,2407380,14.694049577175392,4,CV2,ok
250021_LeafPhotoA_2025-10-01 08_27_19.755,data/externalsourcerequired/fvsu2025/images/250021_LeafPhotoA_2025-10-01 08_27_19.755-05_00.jpg,Georgia2025,250021,PI533877,1625310,14.30120912478261,4,CV2,ok
250021_LeafPhotoA_2025-10-01 08_27_43.809,data/externalsourcerequired/fvsu2025/images/250021_LeafPhotoA_2025-10-01 08_27_43.809-05_00.jpg,Georgia2025,250021,PI533877,1860410,14.436307451505764,4,CV2,ok
250021_LeafPhotoA_2025-10-01 08_28_11.697,data/externalsourcerequired/fvsu2025/images/250021_LeafPhotoA_2025-10-01 08_28_11.697-05_00.jpg,Georgia2025,250021,PI533877,2524523,14.741562691954599,4,CV2,ok
250022_LeafPhotoA_2025-10-01 08_28_46.373,data/externalsourcerequired/fvsu2025/images/250022_LeafPhotoA_2025-10-01 08_28_46.373-05_00.jpg,Georgia2025,250022,PI653616,2637956,14.785514932817794,4,CV2,ok
250022_LeafPhotoA_2025-10-01 08_29_09.695,data/externalsourcerequired/fvsu2025/images/250022_LeafPhotoA_2025-10-01 08_29_09.695-05_00.jpg,Georgia2025,250022,PI653616,1459993,14.193942199152477,4,CV2,ok
250022_LeafPhotoA_2025-10-01 08_29_41.874,data/externalsourcerequired/fvsu2025/images/250022_LeafPhotoA_2025-10-01 08_29_41.874-05_00.jpg,Georgia2025,250022,PI653616,2432266,14.704333891087186,4,CV2,ok
250023_LeafPhotoA_2025-10-01 08_32_10.319,data/externalsourcerequired/fvsu2025/images/250023_LeafPhotoA_2025-10-01 08_32_10.319-05_00.jpg,Georgia2025,250023,PI534021,3737690,15.133978331509368,4,CV2,ok
250023_LeafPhotoA_2025-10-01 08_32_34.647,data/externalsourcerequired/fvsu2025/images/250023_LeafPhotoA_2025-10-01 08_32_34.647-05_00.jpg,Georgia2025,250023,PI534021,3148219,14.96234745407936,4,CV2,ok
250023_LeafPhotoA_2025-10-01 08_32_59.112,data/externalsourcerequired/fvsu2025/images/250023_LeafPhotoA_2025-10-01 08_32_59.112-05_00.jpg,Georgia2025,250023,PI534021,2972349,14.904863107266014,4,CV2,ok
250024_LeafPhotoA_2025-10-01 08_34_11.861,data/externalsourcerequired/fvsu2025/images/250024_LeafPhotoA_2025-10-01 08_34_11.861-05_00.jpg,Georgia2025,250024,PI564164,3012524,14.918288823554292,4,CV2,ok
250024_LeafPhotoA_2025-10-01 08_34_37.458,data/externalsourcerequired/fvsu2025/images/250024_LeafPhotoA_2025-10-01 08_34_37.458-05_00.jpg,Georgia2025,250024,PI564164,3597644,15.095789744739651,4,CV2,ok
250024_LeafPhotoA_2025-10-01 08_35_03.746,data/externalsourcerequired/fvsu2025/images/250024_LeafPhotoA_2025-10-01 08_35_03.746-05_00.jpg,Georgia2025,250024,PI564164,2918309,14.886514896906698,4,CV2,ok
250025_LeafPhotoA_2025-10-01 08_35_37.824,data/externalsourcerequired/fvsu2025/images/250025_LeafPhotoA_2025-10-01 08_35_37.824-05_00.jpg,Georgia2025,250025,PI533927,2684592,14.803039319071463,4,CV2,ok
250025_LeafPhotoA_2025-10-01 08_36_03.557,data/externalsourcerequired/fvsu2025/images/250025_LeafPhotoA_2025-10-01 08_36_03.557-05_00.jpg,Georgia2025,250025,PI533927,3860823,15.166390931149706,4,CV2,ok
250025_LeafPhotoA_2025-10-01 08_36_27.558,data/externalsourcerequired/fvsu2025/images/250025_LeafPhotoA_2025-10-01 08_36_27.558-05_00.jpg,Georgia2025,250025,PI533927,2537096,14.746530677833972,4,CV2,ok
250026_LeafPhotoA_2025-10-01 08_37_08.013,data/externalsourcerequired/fvsu2025/images/250026_LeafPhotoA_2025-10-01 08_37_08.013-05_00.jpg,Georgia2025,250026,PI629059,3788895,15.14758497781945,4,CV2,ok
250026_LeafPhotoA_2025-10-01 08_37_30.254,data/externalsourcerequired/fvsu2025/images/250026_LeafPhotoA_2025-10-01 08_37_30.254-05_00.jpg,Georgia2025,250026,PI629059,3122306,14.954082389347978,4,CV2,ok
250026_LeafPhotoA_2025-10-01 08_38_00.045,data/externalsourcerequired/fvsu2025/images/250026_LeafPhotoA_2025-10-01 08_38_00.045-05_00.jpg,Georgia2025,250026,PI629059,4680945,15.359010570587031,4,CV2,ok
250027_LeafPhotoA_2025-10-01 08_38_31.362,data/externalsourcerequired/fvsu2025/images/250027_LeafPhotoA_2025-10-01 08_38_31.362-05_00.jpg,Georgia2025,250027,PI656039,3132947,14.957484653097975,4,CV2,ok
250027_LeafPhotoA_2025-10-01 08_38_57.670,data/externalsourcerequired/fvsu2025/images/250027_LeafPhotoA_2025-10-01 08_38_57.670-05_00.jpg,Georgia2025,250027,PI656039,2793331,14.842745348467611,4,CV2,ok
250027_LeafPhotoA_2025-10-01 08_39_28.548,data/externalsourcerequired/fvsu2025/images/250027_LeafPhotoA_2025-10-01 08_39_28.548-05_00.jpg,Georgia2025,250027,PI656039,1623005,14.299789927206708,4,CV2,ok
250028_LeafPhotoA_2025-10-01 08_40_04.549,data/externalsourcerequired/fvsu2025/images/250028_LeafPhotoA_2025-10-01 08_40_04.549-05_00.jpg,Georgia2025,250028,PI597972,2962107,14.901411397397794,4,CV2,ok
250028_LeafPhotoA_2025-10-01 08_40_33.520,data/externalsourcerequired/fvsu2025/images/250028_LeafPhotoA_2025-10-01 08_40_33.520-05_00.jpg,Georgia2025,250028,PI597972,2708108,14.811760794050654,4,CV2,ok
250028_LeafPhotoA_2025-10-01 08_40_52.513,data/externalsourcerequired/fvsu2025/images/250028_LeafPhotoA_2025-10-01 08_40_52.513-05_00.jpg,Georgia2025,250028,PI597972,3076022,14.939147761727739,4,CV2,ok
250029_LeafPhotoA_2025-10-01 08_41_24.957,data/externalsourcerequired/fvsu2025/images/250029_LeafPhotoA_2025-10-01 08_41_24.957-05_00.jpg,Georgia2025,250029,PI656067,3751809,15.13774868162912,4,CV2,ok
250029_LeafPhotoA_2025-10-01 08_42_02.507,data/externalsourcerequired/fvsu2025/images/250029_LeafPhotoA_2025-10-01 08_42_02.507-05_00.jpg,Georgia2025,250029,PI656067,4568778,15.334756331052418,4,CV2,ok
250029_LeafPhotoA_2025-10-01 08_42_31.801,data/externalsourcerequired/fvsu2025/images/250029_LeafPhotoA_2025-10-01 08_42_31.801-05_00.jpg,Georgia2025,250029,PI656067,4558103,15.332417086162984,4,CV2,ok
250030_LeafPhotoA_2025-10-01 08_43_06.776,data/externalsourcerequired/fvsu2025/images/250030_LeafPhotoA_2025-10-01 08_43_06.776-05_00.jpg,Georgia2025,250030,PI533997,1493851,14.216867907438925,4,CV2,ok
250030_LeafPhotoA_2025-10-01 08_43_31.100,data/externalsourcerequired/fvsu2025/images/250030_LeafPhotoA_2025-10-01 08_43_31.100-05_00.jpg,Georgia2025,250030,PI533997,3204272,14.979995477449751,4,CV2,ok
250030_LeafPhotoA_2025-10-01 08_43_57.044,data/externalsourcerequired/fvsu2025/images/250030_LeafPhotoA_2025-10-01 08_43_57.044-05_00.jpg,Georgia2025,250030,PI533997,2420974,14.69968049649863,4,CV2,ok
250031_LeafPhotoA_2025-10-01 08_44_38.824,data/externalsourcerequired/fvsu2025/images/250031_LeafPhotoA_2025-10-01 08_44_38.824-05_00.jpg,Georgia2025,250031,PI576391,2880520,14.873481391369491,4,CV2,ok
250031_LeafPhotoA_2025-10-01 08_45_01.098,data/externalsourcerequired/fvsu2025/images/250031_LeafPhotoA_2025-10-01 08_45_01.098-05_00.jpg,Georgia2025,250031,PI576391,2135448,14.574187018697927,4,CV2,ok
250031_LeafPhotoA_2025-10-01 08_45_22.228,data/externalsourcerequired/fvsu2025/images/250031_LeafPhotoA_2025-10-01 08_45_22.228-05_00.jpg,Georgia2025,250031,PI576391,2406813,14.693814023676552,4,CV2,ok
250032_LeafPhotoA_2025-10-01 08_45_52.136,data/externalsourcerequired/fvsu2025/images/250032_LeafPhotoA_2025-10-01 08_45_52.136-05_00.jpg,Georgia2025,250032,PI609456,4314106,15.277400676793025,4,CV2,ok
250032_LeafPhotoA_2025-10-01 08_46_13.921,data/externalsourcerequired/fvsu2025/images/250032_LeafPhotoA_2025-10-01 08_46_13.921-05_00.jpg,Georgia2025,250032,PI609456,2312060,14.653649459994762,4,CV2,ok
250032_LeafPhotoA_2025-10-01 08_46_36.960,data/externalsourcerequired/fvsu2025/images/250032_LeafPhotoA_2025-10-01 08_46_36.960-05_00.jpg,Georgia2025,250032,PI609456,2787634,14.840703765343982,4,CV2,ok
250033_LeafPhotoA_2025-10-01 08_17_22.671,data/externalsourcerequired/fvsu2025/images/250033_LeafPhotoA_2025-10-01 08_17_22.671-05_00.jpg,Georgia2025,250033,PI656018,2580398,14.76345420856629,4,CV2,ok
250033_LeafPhotoA_2025-10-01 08_17_59.126,data/externalsourcerequired/fvsu2025/images/250033_LeafPhotoA_2025-10-01 08_17_59.126-05_00.jpg,Georgia2025,250033,PI656018,3136081,14.958484489200503,4,CV2,ok
250033_LeafPhotoA_2025-10-01 08_19_54.666,data/externalsourcerequired/fvsu2025/images/250033_LeafPhotoA_2025-10-01 08_19_54.666-05_00.jpg,Georgia2025,250033,PI656018,4059206,15.21649794594983,4,CV2,ok
250035_LeafPhotoA_2025-10-01 08_24_46.418,data/externalsourcerequired/fvsu2025/images/250035_LeafPhotoA_2025-10-01 08_24_46.418-05_00.jpg,Georgia2025,250035,PI655990,3166689,14.96819712050937,4,CV2,ok
250035_LeafPhotoA_2025-10-01 08_25_31.887,data/externalsourcerequired/fvsu2025/images/250035_LeafPhotoA_2025-10-01 08_25_31.887-05_00.jpg,Georgia2025,250035,PI655990,3563811,15.08634103586365,4,CV2,ok
250035_LeafPhotoA_2025-10-01 08_26_09.458,data/externalsourcerequired/fvsu2025/images/250035_LeafPhotoA_2025-10-01 08_26_09.458-05_00.jpg,Georgia2025,250035,PI655990,3834032,15.15942754892744,2,CV2,ok
250036_LeafPhotoA_2025-10-01 08_36_52.214,data/externalsourcerequired/fvsu2025/images/250036_LeafPhotoA_2025-10-01 08_36_52.214-05_00.jpg,Georgia2025,250036,PI566819,4238624,15.259749246235549,4,CV2,ok
250036_LeafPhotoA_2025-10-01 08_37_20.011,data/externalsourcerequired/fvsu2025/images/250036_LeafPhotoA_2025-10-01 08_37_20.011-05_00.jpg,Georgia2025,250036,PI566819,4005506,15.203180472576518,4,CV2,ok
250036_LeafPhotoA_2025-10-01 08_37_50.732,data/externalsourcerequired/fvsu2025/images/250036_LeafPhotoA_2025-10-01 08_37_50.732-05_00.jpg,Georgia2025,250036,PI566819,4261301,15.265085070681785,4,CV2,ok
250037_LeafPhotoA_2025-10-01 08_39_56.883,data/externalsourcerequired/fvsu2025/images/250037_LeafPhotoA_2025-10-01 08_39_56.883-05_00.jpg,Georgia2025,250037,PI17548,3099305,14.946688450771857,4,CV2,ok
250037_LeafPhotoA_2025-10-01 08_40_33.530,data/externalsourcerequired/fvsu2025/images/250037_LeafPhotoA_2025-10-01 08_40_33.530-05_00.jpg,Georgia2025,250037,PI17548,2970380,14.90420044872242,4,CV2,ok
250037_LeafPhotoA_2025-10-01 08_41_13.539,data/externalsourcerequired/fvsu2025/images/250037_LeafPhotoA_2025-10-01 08_41_13.539-05_00.jpg,Georgia2025,250037,PI17548,1373888,14.13315523461376,4,CV2,ok
250038_LeafPhotoA_2025-10-01 08_43_22.997,data/externalsourcerequired/fvsu2025/images/250038_LeafPhotoA_2025-10-01 08_43_22.997-05_00.jpg,Georgia2025,250038,PI656076,1630064,14.304129835815823,4,CV2,ok
250038_LeafPhotoA_2025-10-01 08_44_04.345,data/externalsourcerequired/fvsu2025/images/250038_LeafPhotoA_2025-10-01 08_44_04.345-05_00.jpg,Georgia2025,250038,PI656076,2435601,14.705704101292921,4,CV2,ok
250038_LeafPhotoA_2025-10-01 08_44_23.121,data/externalsourcerequired/fvsu2025/images/250038_LeafPhotoA_2025-10-01 08_44_23.121-05_00.jpg,Georgia2025,250038,PI656076,2039013,14.527976425210618,4,CV2,ok
250039_LeafPhotoA_2025-10-01 08_46_28.099,data/externalsourcerequired/fvsu2025/images/250039_LeafPhotoA_2025-10-01 08_46_28.099-05_00.jpg,Georgia2025,250039,PI576393,2102515,14.558644805167644,4,CV2,ok
250039_LeafPhotoA_2025-10-01 08_46_54.850,data/externalsourcerequired/fvsu2025/images/250039_LeafPhotoA_2025-10-01 08_46_54.850-05_00.jpg,Georgia2025,250039,PI576393,836518,13.637003317408226,4,CV2,ok
250039_LeafPhotoA_2025-10-01 08_47_53.954,data/externalsourcerequired/fvsu2025/images/250039_LeafPhotoA_2025-10-01 08_47_53.954-05_00.jpg,Georgia2025,250039,PI576393,994822,13.810319105664844,4,CV2,ok
250040_LeafPhotoA_2025-10-01 08_49_56.211,data/externalsourcerequired/fvsu2025/images/250040_LeafPhotoA_2025-10-01 08_49_56.211-05_00.jpg,Georgia2025,250040,PI533842,2691869,14.805746305858378,4,CV2,ok
250040_LeafPhotoA_2025-10-01 08_50_19.937,data/externalsourcerequired/fvsu2025/images/250040_LeafPhotoA_2025-10-01 08_50_19.937-05_00.jpg,Georgia2025,250040,PI533842,3333572,15.019554959727053,4,CV2,ok
250040_LeafPhotoA_2025-10-01 08_50_33.489,data/externalsourcerequired/fvsu2025/images/250040_LeafPhotoA_2025-10-01 08_50_33.489-05_00.jpg,Georgia2025,250040,PI533842,3232042,14.988624693588193,4,CV2,ok
250041_LeafPhotoA_2025-10-01 08_51_48.934,data/externalsourcerequired/fvsu2025/images/250041_LeafPhotoA_2025-10-01 08_51_48.934-05_00.jpg,Georgia2025,250041,PI656058,3202520,14.979448557854525,4,CV2,ok
250041_LeafPhotoA_2025-10-01 08_52_10.612,data/externalsourcerequired/fvsu2025/images/250041_LeafPhotoA_2025-10-01 08_52_10.612-05_00.jpg,Georgia2025,250041,PI656058,3613384,15.100155287349576,4,CV2,ok
250041_LeafPhotoA_2025-10-01 08_52_23.772,data/externalsourcerequired/fvsu2025/images/250041_LeafPhotoA_2025-10-01 08_52_23.772-05_00.jpg,Georgia2025,250041,PI656058,2888871,14.876376326322672,4,CV2,ok
250042_LeafPhotoA_2025-10-01 08_53_46.110,data/externalsourcerequired/fvsu2025/images/250042_LeafPhotoA_2025-10-01 08_53_46.110-05_00.jpg,Georgia2025,250042,PI533752,5421309,15.505847857171409,4,CV2,ok
250042_LeafPhotoA_2025-10-01 08_54_17.459,data/externalsourcerequired/fvsu2025/images/250042_LeafPhotoA_2025-10-01 08_54_17.459-05_00.jpg,Georgia2025,250042,PI533752,5332845,15.489395424843844,3,CV2,ok
250042_LeafPhotoA_2025-10-01 08_54_31.249,data/externalsourcerequired/fvsu2025/images/250042_LeafPhotoA_2025-10-01 08_54_31.249-05_00.jpg,Georgia2025,250042,PI533752,4392281,15.295359240088443,4,CV2,ok
250042_LeafPhotoA_2025-10-01 08_54_47.276,data/externalsourcerequired/fvsu2025/images/250042_LeafPhotoA_2025-10-01 08_54_47.276-05_00.jpg,Georgia2025,250042,PI533752,4486530,15.316590132424741,4,CV2,ok
250043_LeafPhotoA_2025-10-01 08_59_10.324,data/externalsourcerequired/fvsu2025/images/250043_LeafPhotoA_2025-10-01 08_59_10.324-05_00.jpg,Georgia2025,250043,PI656117,4978790,15.420697447590834,4,CV2,ok
250043_LeafPhotoA_2025-10-01 08_59_23.355,data/externalsourcerequired/fvsu2025/images/250043_LeafPhotoA_2025-10-01 08_59_23.355-05_00.jpg,Georgia2025,250043,PI656117,4295339,15.27304103927296,4,CV2,ok
250043_LeafPhotoA_2025-10-01 08_59_37.918,data/externalsourcerequired/fvsu2025/images/250043_LeafPhotoA_2025-10-01 08_59_37.918-05_00.jpg,Georgia2025,250043,PI656117,4422292,15.302168671688433,4,CV2,ok
250044_LeafPhotoA_2025-10-01 09_00_30.520,data/externalsourcerequired/fvsu2025/images/250044_LeafPhotoA_2025-10-01 09_00_30.520-05_00.jpg,Georgia2025,250044,PI656038,3738255,15.134129482969438,4,CV2,ok
250044_LeafPhotoA_2025-10-01 09_00_41.440,data/externalsourcerequired/fvsu2025/images/250044_LeafPhotoA_2025-10-01 09_00_41.440-05_00.jpg,Georgia2025,250044,PI656038,4001580,15.202199841092202,4,CV2,ok
250044_LeafPhotoA_2025-10-01 09_00_55.383,data/externalsourcerequired/fvsu2025/images/250044_LeafPhotoA_2025-10-01 09_00_55.383-05_00.jpg,Georgia2025,250044,PI656038,3419778,15.045086194651192,4,CV2,ok
250045_LeafPhotoA_2025-10-01 09_01_58.025,data/externalsourcerequired/fvsu2025/images/250045_LeafPhotoA_2025-10-01 09_01_58.025-05_00.jpg,Georgia2025,250045,PI533956,3753307,15.138147875997307,4,CV2,ok
250045_LeafPhotoA_2025-10-01 09_02_31.696,data/externalsourcerequired/fvsu2025/images/250045_LeafPhotoA_2025-10-01 09_02_31.696-05_00.jpg,Georgia2025,250045,PI533956,4209848,15.252937100493716,4,CV2,ok
250045_LeafPhotoA_2025-10-01 09_02_57.693,data/externalsourcerequired/fvsu2025/images/250045_LeafPhotoA_2025-10-01 09_02_57.693-05_00.jpg,Georgia2025,250045,PI533956,3409344,15.042030455386616,4,CV2,ok
250046_LeafPhotoA_2025-10-01 09_04_01.998,data/externalsourcerequired/fvsu2025/images/250046_LeafPhotoA_2025-10-01 09_04_01.998-05_00.jpg,Georgia2025,250046,PI533878,4518105,15.323603216111879,4,CV2,ok
250046_LeafPhotoA_2025-10-01 09_04_14.225,data/externalsourcerequired/fvsu2025/images/250046_LeafPhotoA_2025-10-01 09_04_14.225-05_00.jpg,Georgia2025,250046,PI533878,3773319,15.143465543477415,4,CV2,ok
250046_LeafPhotoA_2025-10-01 09_04_29.157,data/externalsourcerequired/fvsu2025/images/250046_LeafPhotoA_2025-10-01 09_04_29.157-05_00.jpg,Georgia2025,250046,PI533878,3898355,15.176065227247602,4,CV2,ok
250047_LeafPhotoA_2025-10-01 09_05_37.741,data/externalsourcerequired/fvsu2025/images/250047_LeafPhotoA_2025-10-01 09_05_37.741-05_00.jpg,Georgia2025,250047,PI534046,2110447,14.56241033135679,4,CV2,ok
250047_LeafPhotoA_2025-10-01 09_05_51.767,data/externalsourcerequired/fvsu2025/images/250047_LeafPhotoA_2025-10-01 09_05_51.767-05_00.jpg,Georgia2025,250047,PI534046,2347211,14.668738372794774,4,CV2,ok
250047_LeafPhotoA_2025-10-01 09_06_04.002,data/externalsourcerequired/fvsu2025/images/250047_LeafPhotoA_2025-10-01 09_06_04.002-05_00.jpg,Georgia2025,250047,PI534046,2370573,14.678642256041035,4,CV2,ok
250048_LeafPhotoA_2025-10-01 09_06_49.647,data/externalsourcerequired/fvsu2025/images/250048_LeafPhotoA_2025-10-01 09_06_49.647-05_00.jpg,Georgia2025,250048,PI656050,3188300,14.974998417350665,4,CV2,ok
250048_LeafPhotoA_2025-10-01 09_07_03.099,data/externalsourcerequired/fvsu2025/images/250048_LeafPhotoA_2025-10-01 09_07_03.099-05_00.jpg,Georgia2025,250048,PI656050,2796442,14.84385845281772,4,CV2,ok
250048_LeafPhotoA_2025-10-01 09_07_12.573,data/externalsourcerequired/fvsu2025/images/250048_LeafPhotoA_2025-10-01 09_07_12.573-05_00.jpg,Georgia2025,250048,PI656050,3065993,14.935882055306267,4,CV2,ok
250049_LeafPhotoA_2025-10-01 09_18_00.155,data/externalsourcerequired/fvsu2025/images/250049_LeafPhotoA_2025-10-01 09_18_00.155-05_00.jpg,Georgia2025,250049,PI576130,4455861,15.309730866206847,4,CV2,ok
250049_LeafPhotoA_2025-10-01 09_18_34.158,data/externalsourcerequired/fvsu2025/images/250049_LeafPhotoA_2025-10-01 09_18_34.158-05_00.jpg,Georgia2025,250049,PI576130,5805902,15.574385544333662,3,CV2,ok
250049_LeafPhotoA_2025-10-01 09_18_57.839,data/externalsourcerequired/fvsu2025/images/250049_LeafPhotoA_2025-10-01 09_18_57.839-05_00.jpg,Georgia2025,250049,PI576130,4740808,15.37171814327892,4,CV2,ok
250050_LeafPhotoA_2025-10-01 09_16_36.691,data/externalsourcerequired/fvsu2025/images/250050_LeafPhotoA_2025-10-01 09_16_36.691-05_00.jpg,Georgia2025,250050,PI607931,2379066,14.682218531649326,4,CV2,ok
250050_LeafPhotoA_2025-10-01 09_16_58.370,data/externalsourcerequired/fvsu2025/images/250050_LeafPhotoA_2025-10-01 09_16_58.370-05_00.jpg,Georgia2025,250050,PI607931,3241411,14.991519286795757,4,CV2,ok
250050_LeafPhotoA_2025-10-01 09_17_34.450,data/externalsourcerequired/fvsu2025/images/250050_LeafPhotoA_2025-10-01 09_17_34.450-05_00.jpg,Georgia2025,250050,PI607931,3882347,15.171950425630282,4,CV2,ok
250051_LeafPhotoA_2025-10-01 09_14_37.117,data/externalsourcerequired/fvsu2025/images/250051_LeafPhotoA_2025-10-01 09_14_37.117-05_00.jpg,Georgia2025,250051,PI329440,3445160,15.052480905473317,4,CV2,ok
250051_LeafPhotoA_2025-10-01 09_14_56.862,data/externalsourcerequired/fvsu2025/images/250051_LeafPhotoA_2025-10-01 09_14_56.862-05_00.jpg,Georgia2025,250051,PI329440,2832794,14.856774061731839,4,CV2,ok
250051_LeafPhotoA_2025-10-01 09_15_37.076,data/externalsourcerequired/fvsu2025/images/250051_LeafPhotoA_2025-10-01 09_15_37.076-05_00.jpg,Georgia2025,250051,PI329440,3954366,15.190330842920526,4,CV2,ok
