plotNumber,environment,genotype,genotype_clean,rep,row,column,days_to_flower
1001,Nebraska2025,PI533969,PI533969,1,53,2,69.0
1002,Nebraska2025,PI534049,PI534049,1,54,2,61.0
1003,Nebraska2025,PI533981,PI533981,1,5,2,67.0
1004,Nebraska2025,PI564163,PI564163,1,6,2,62.0
1005,Nebraska2025,PI533902,PI533902,1,7,2,72.0
1006,Nebraska2025,PI597965,PI597965,1,8,2,62.0
1007,Nebraska2025,PI533912,PI533912,1,9,2,45.0
1008,Nebraska2025,PI655975,PI655975,1,10,2,62.0
1009,Nebraska2025,PI533950,PI533950,1,11,2,59.0
1010,Nebraska2025,PI576431,PI576431,1,12,2,59.0
1011,Nebraska2025,PI576379,PI576379,1,13,2,65.0
1012,Nebraska2025,SC0540,SC0540,1,14,2,55.0
1013,Nebraska2025,PI533993,PI533993,1,15,2,59.0
1014,Nebraska2025,SC0834,SC0834,1,16,2,70.0
1015,Nebraska2025,PI597959,PI597959,1,17,2,48.0
1016,Nebraska2025,PI533825,PI533825,1,18,2,62.0
1017,Nebraska2025,PI642791,PI642791,1,19,2,69.0
1018,Nebraska2025,PI564163,PI564163,1,20,2,61.0
1019,Nebraska2025,PI534082,PI534082,1,21,2,54.0
1020,Nebraska2025,PI655999,PI655999,1,22,2,69.0
1021,Nebraska2025,PI534129,PI534129,1,23,2,69.0
1022,Nebraska2025,PI533985,PI533985,1,24,2,62.0
1023,Nebraska2025,PI595717,PI595717,1,25,2,69.0
1024,Nebraska2025,PI641874,PI641874,1,26,2,64.0
1025,Nebraska2025,PI656091,PI656091,1,27,2,73.0
1026,Nebraska2025,PI656070,PI656070,1,28,2,69.0
1027,Nebraska2025,PI656040,PI656040,1,29,2,70.0
1028,Nebraska2025,PI533767,PI533767,1,30,2,54.0
1029,Nebraska2025,PI576393,PI576393,1,31,2,56.0
1030,Nebraska2025,PI533899,PI533899,1,32,2,56.0
1031,Nebraska2025,PI595728,PI595728,1,33,2,69.0
1032,Nebraska2025,PI329440,PI329440,1,34,2,61.0
1033,Nebraska2025,PI534021,PI534021,1,35,2,69.0
1034,Nebraska2025,PI534120,PI534120,1,36,2,73.0
1035,Nebraska2025,PI564163,PI564163,1,37,2,62.0
1036,Nebraska2025,PI576400,PI576400,1,38,2,69.0
1037,Nebraska2025,PI597943,PI597943,1,39,2,71.0
1038,Nebraska2025,PI533768,PI533768,1,40,2,59.0
1039,Nebraska2025,PI533980,PI533980,1,41,2,68.0
1040,Nebraska2025,PI655995,PI655995,1,42,2,67.0
1041,Nebraska2025,PI656042,PI656042,1,43,2,69.0
1043,Nebraska2025,PI533852,PI533852,1,45,2,62.0
1044,Nebraska2025,PI597952,PI597952,1,46,2,52.0
1045,Nebraska2025,PI534140,PI534140,1,47,2,62.0
1046,Nebraska2025,PI656035,PI656035,1,48,2,62.0
1047,Nebraska2025,PI576435,PI576435,1,49,2,69.0
1048,Nebraska2025,PI595741,PI595741,1,50,2,62.0
1049,Nebraska2025,PI656073,PI656073,1,51,2,76.0
1050,Nebraska2025,PI576371,PI576371,1,52,2,64.0
1051,Nebraska2025,PI564163,PI564163,1,52,3,62.0
1052,Nebraska2025,PI534068,PI534068,1,51,3,65.0
1053,Nebraska2025,PI534042,PI534042,1,50,3,49.0
1054,Nebraska2025,PI656021,PI656021,1,49,3,41.0
1055,Nebraska2025,PI576335,PI576335,1,48,3,62.0
1056,Nebraska2025,PI576352,PI576352,1,47,3,58.0
1057,Nebraska2025,PI597977,PI597977,1,46,3,47.0
1058,Nebraska2025,SC0445,SC0445,1,45,3,73.0
1059,Nebraska2025,PI534146,PI534146,1,44,3,60.0
1060,Nebraska2025,BTx645,BTx645,1,43,3,67.0
1061,Nebraska2025,PI656075,PI656075,1,42,3,70.0
1062,Nebraska2025,PI533790,PI533790,1,41,3,49.0
1063,Nebraska2025,PI576411,PI576411,1,40,3,70.0
1064,Nebraska2025,PI597956,PI597956,1,39,3,62.0
1065,Nebraska2025,PI564163,PI564163,1,38,3,61.0
1066,Nebraska2025,PI653617,PI653617,1,37,3,58.0
1067,Nebraska2025,PI533846,PI533846,1,36,3,59.0
1068,Nebraska2025,PI533901,PI533901,1,35,3,58.0
1069,Nebraska2025,SC0479,SC0479,1,34,3,71.0
1070,Nebraska2025,PI533859,PI533859,1,33,3,71.0
1071,Nebraska2025,PI595718,PI595718,1,32,3,50.0
1072,Nebraska2025,PI534134,PI534134,1,31,3,66.0
1073,Nebraska2025,PI534086,PI534086,1,30,3,66.0
1074,Nebraska2025,PI533934,PI533934,1,29,3,64.0
1075,Nebraska2025,PI534053,PI534053,1,28,3,62.0
1076,Nebraska2025,PI564163,PI564163,1,27,3,59.0
1077,Nebraska2025,PI533753,PI533753,1,26,3,62.0
1078,Nebraska2025,PI534073,PI534073,1,25,3,50.0
1079,Nebraska2025,PI653616,PI653616,1,24,3,72.0
1080,Nebraska2025,PI533745,PI533745,1,23,3,52.0
1081,Nebraska2025,PI533778,PI533778,1,22,3,53.0
1082,Nebraska2025,PI533961,PI533961,1,21,3,63.0
1083,Nebraska2025,PI656076,PI656076,1,20,3,69.0
1084,Nebraska2025,PI595739,PI595739,1,19,3,69.0
1085,Nebraska2025,PI576427,PI576427,1,18,3,50.0
1086,Nebraska2025,PI534144,PI534144,1,17,3,69.0
1087,Nebraska2025,PI564163,PI564163,1,16,3,63.0
1088,Nebraska2025,PI533943,PI533943,1,15,3,69.0
1089,Nebraska2025,PI641849,PI641849,1,14,3,49.0
1090,Nebraska2025,PI597969,PI597969,1,13,3,73.0
1091,Nebraska2025,PI656028,PI656028,1,12,3,67.0
1092,Nebraska2025,SC1446,SC1446,1,11,3,52.0
1093,Nebraska2025,SC0847,SC0847,1,10,3,59.0
1094,Nebraska2025,PI655985,PI655985,1,9,3,69.0
1095,Nebraska2025,PI533835,PI533835,1,8,3,69.0
1096,Nebraska2025,PI576425,PI576425,1,7,3,67.0
1097,Nebraska2025,PI534155,PI534155,1,6,3,69.0
1098,Nebraska2025,PI534032,PI534032,1,5,3,63.0
1099,Nebraska2025,PI656009,PI656009,1,54,3,70.0
1100,Nebraska2025,PI656108,PI656108,1,53,3,49.0
1101,Nebraska2025,PI533823,PI533823,1,53,4,55.0
1102,Nebraska2025,PI534152,PI534152,1,54,4,63.0
1103,Nebraska2025,PI576417,PI576417,1,5,4,53.0
1104,Nebraska2025,PI656038,PI656038,1,6,4,78.0
1105,Nebraska2025,PI595735,PI595735,1,7,4,58.0
1106,Nebraska2025,SC0371,SC0371,1,8,4,63.0
1107,Nebraska2025,SC0458,SC0458,1,9,4,69.0
1108,Nebraska2025,PI533873,PI533873,1,10,4,58.0
1109,Nebraska2025,PI564163,PI564163,1,11,4,61.0
1110,Nebraska2025,PI533951,PI533951,1,12,4,55.0
1111,Nebraska2025,PI656098,PI656098,1,13,4,49.0
1112,Nebraska2025,PI24969,PI24969,1,14,4,69.0
1113,Nebraska2025,PI598070,PI598070,1,15,4,69.0
1114,Nebraska2025,SC0860,SC0860,1,16,4,59.0
1115,Nebraska2025,PI597972,PI597972,1,17,4,48.0
1116,Nebraska2025,PI534135,PI534135,1,18,4,69.0
1117,Nebraska2025,PI576365,PI576365,1,19,4,57.0
1118,Nebraska2025,PI533988,PI533988,1,20,4,57.0
1119,Nebraska2025,PI534100,PI534100,1,21,4,61.0
1120,Nebraska2025,PI655987,PI655987,1,22,4,59.0
1121,Nebraska2025,PI533968,PI533968,1,23,4,52.0
1122,Nebraska2025,PI534069,PI534069,1,24,4,53.0
1123,Nebraska2025,PI534002,PI534002,1,25,4,53.0
1124,Nebraska2025,PI597945,PI597945,1,26,4,52.0
1125,Nebraska2025,PI595708,PI595708,1,27,4,58.0
1126,Nebraska2025,PI597981,PI597981,1,28,4,47.0
1127,Nebraska2025,PI534153,PI534153,1,29,4,52.0
1128,Nebraska2025,PI564163,PI564163,1,30,4,59.0
1129,Nebraska2025,PI656046,PI656046,1,31,4,56.0
1131,Nebraska2025,PI597947,PI597947,1,33,4,49.0
1132,Nebraska2025,PI533759,PI533759,1,34,4,53.0
1133,Nebraska2025,SC0652,SC0652,1,35,4,49.0
1134,Nebraska2025,PI576374,PI576374,1,36,4,71.0
1135,Nebraska2025,PI656086,PI656086,1,37,4,59.0
1136,Nebraska2025,PI656105,PI656105,1,38,4,59.0
1137,Nebraska2025,PI534121,PI534121,1,39,4,66.0
1138,Nebraska2025,PI533841,PI533841,1,40,4,69.0
1139,Nebraska2025,PI533920,PI533920,1,41,4,71.0
1140,Nebraska2025,PI533772,PI533772,1,42,4,57.0
1141,Nebraska2025,PI533962,PI533962,1,43,4,64.0
1142,Nebraska2025,PI595703,PI595703,1,44,4,70.0
1143,Nebraska2025,SC0871,SC0871,1,45,4,63.0
1144,Nebraska2025,PI533817,PI533817,1,46,4,62.0
1145,Nebraska2025,PI564163,PI564163,1,47,4,59.0
1146,Nebraska2025,PI533847,PI533847,1,48,4,60.0
1147,Nebraska2025,PI533976,PI533976,1,49,4,71.0
1148,Nebraska2025,PI576414,PI576414,1,50,4,62.0
1149,Nebraska2025,PI576378,PI576378,1,51,4,71.0
1150,Nebraska2025,SC0027,SC0027,1,52,4,64.0
1151,Nebraska2025,PI576354,PI576354,1,52,5,64.0
1152,Nebraska2025,PI533777,PI533777,1,51,5,51.0
1153,Nebraska2025,PI597982,PI597982,1,50,5,45.0
1154,Nebraska2025,PI533999,PI533999,1,49,5,66.0
1155,Nebraska2025,PI533903,PI533903,1,48,5,56.0
1156,Nebraska2025,PI641824,PI641824,1,47,5,71.0
1157,Nebraska2025,PI533801,PI533801,1,46,5,71.0
1158,Nebraska2025,PI534088,PI534088,1,45,5,67.0
1159,Nebraska2025,PI659753,PI659753,1,44,5,71.0
1160,Nebraska2025,SC0159,SC0159,1,43,5,69.0
1161,Nebraska2025,PI576350,PI576350,1,42,5,54.0
1162,Nebraska2025,PI655981,PI655981,1,41,5,63.0
1163,Nebraska2025,PI534093,PI534093,1,40,5,49.0
1164,Nebraska2025,PI595729,PI595729,1,39,5,48.0
1165,Nebraska2025,PI534061,PI534061,1,38,5,55.0
1166,Nebraska2025,PI656109,PI656109,1,37,5,55.0
1167,Nebraska2025,SC0616,SC0616,1,36,5,69.0
1168,Nebraska2025,PI534133,PI534133,1,35,5,49.0
1169,Nebraska2025,PI534102,PI534102,1,34,5,53.0
1170,Nebraska2025,PI534149,PI534149,1,33,5,59.0
1171,Nebraska2025,PI533963,PI533963,1,32,5,58.0
1173,Nebraska2025,PI597953,PI597953,1,30,5,47.0
1174,Nebraska2025,PI656012,PI656012,1,29,5,69.0
1175,Nebraska2025,PI534008,PI534008,1,28,5,59.0
1176,Nebraska2025,PI534041,PI534041,1,27,5,70.0
1177,Nebraska2025,PI576406,PI576406,1,26,5,66.0
1178,Nebraska2025,PI534141,PI534141,1,25,5,69.0
1179,Nebraska2025,PI576368,PI576368,1,24,5,62.0
1180,Nebraska2025,SC0759,SC0759,1,23,5,50.0
1181,Nebraska2025,PI533891,PI533891,1,22,5,55.0
1182,Nebraska2025,PI533917,PI533917,1,21,5,57.0
1183,Nebraska2025,PI534020,PI534020,1,20,5,69.0
1184,Nebraska2025,PI576383,PI576383,1,19,5,51.0
1185,Nebraska2025,PI629059,PI629059,1,18,5,69.0
1186,Nebraska2025,PI576381,PI576381,1,17,5,62.0
1187,Nebraska2025,PI534006,PI534006,1,16,5,69.0
1188,Nebraska2025,PI656003,PI656003,1,15,5,69.0
1189,Nebraska2025,PI534077,PI534077,1,14,5,63.0
1190,Nebraska2025,PI574455,PI574455,1,13,5,69.0
1191,Nebraska2025,PI534143,PI534143,1,12,5,63.0
1192,Nebraska2025,PI564163,PI564163,1,11,5,57.0
1193,Nebraska2025,PI533848,PI533848,1,10,5,64.0
1194,Nebraska2025,PI533866,PI533866,1,9,5,52.0
1195,Nebraska2025,PI576362,PI576362,1,8,5,69.0
1196,Nebraska2025,SC0854,SC0854,1,7,5,53.0
1197,Nebraska2025,PI659692,PI659692,1,6,5,69.0
1198,Nebraska2025,PI534080,PI534080,1,5,5,52.0
1199,Nebraska2025,PI533972,PI533972,1,54,5,69.0
1200,Nebraska2025,PI656037,PI656037,1,53,5,65.0
1201,Nebraska2025,PI548797,PI548797,1,53,6,69.0
1202,Nebraska2025,PI576356,PI576356,1,54,6,59.0
1203,Nebraska2025,SC1166,SC1166,1,5,6,56.0
1204,Nebraska2025,PI534038,PI534038,1,6,6,69.0
1205,Nebraska2025,PI655991,PI655991,1,7,6,69.0
1206,Nebraska2025,PI655992,PI655992,1,8,6,63.0
1207,Nebraska2025,PI533855,PI533855,1,9,6,57.0
1209,Nebraska2025,PI595736,PI595736,1,11,6,52.0
1210,Nebraska2025,PI533878,PI533878,1,12,6,63.0
1211,Nebraska2025,PI533890,PI533890,1,13,6,49.0
1212,Nebraska2025,PI534083,PI534083,1,14,6,58.0
1213,Nebraska2025,PI533800,PI533800,1,15,6,63.0
1214,Nebraska2025,PI533763,PI533763,1,16,6,49.0
1215,Nebraska2025,PI534118,PI534118,1,17,6,69.0
1216,Nebraska2025,PI595714,PI595714,1,18,6,63.0
1217,Nebraska2025,PI655974,PI655974,1,19,6,71.0
1218,Nebraska2025,PI533931,PI533931,1,20,6,58.0
1219,Nebraska2025,PI533822,PI533822,1,21,6,59.0
1220,Nebraska2025,PI534060,PI534060,1,22,6,49.0
1221,Nebraska2025,PI533839,PI533839,1,23,6,55.0
1222,Nebraska2025,PI533789,PI533789,1,24,6,62.0
1223,Nebraska2025,PI655983,PI655983,1,25,6,71.0
1224,Nebraska2025,PI564163,PI564163,1,26,6,58.0
1225,Nebraska2025,SC0965,SC0965,1,27,6,50.0
1226,Nebraska2025,PI564163,PI564163,1,28,6,57.0
1227,Nebraska2025,PI595710,PI595710,1,29,6,69.0
1228,Nebraska2025,PI576351,PI576351,1,30,6,50.0
1229,Nebraska2025,PI656077,PI656077,1,31,6,51.0
1230,Nebraska2025,PI656010,PI656010,1,32,6,70.0
1231,Nebraska2025,PI533843,PI533843,1,33,6,62.0
1232,Nebraska2025,PI533872,PI533872,1,34,6,50.0
1233,Nebraska2025,PI576410,PI576410,1,35,6,59.0
1234,Nebraska2025,SC0921,SC0921,1,36,6,66.0
1235,Nebraska2025,PI533932,PI533932,1,37,6,69.0
1236,Nebraska2025,PI534030,PI534030,1,38,6,64.0
1237,Nebraska2025,PI656015,PI656015,1,39,6,65.0
1238,Nebraska2025,PI534014,PI534014,1,40,6,69.0
1239,Nebraska2025,PI533746,PI533746,1,41,6,52.0
1240,Nebraska2025,PI576363,PI576363,1,42,6,64.0
1241,Nebraska2025,PI533975,PI533975,1,43,6,55.0
1242,Nebraska2025,SC0631,SC0631,1,44,6,55.0
1243,Nebraska2025,PI564163,PI564163,1,45,6,61.0
1244,Nebraska2025,PI656102,PI656102,1,46,6,59.0
1245,Nebraska2025,PI534127,PI534127,1,47,6,69.0
1246,Nebraska2025,PI533956,PI533956,1,48,6,63.0
1247,Nebraska2025,PI533856,PI533856,1,49,6,63.0
1248,Nebraska2025,PI534055,PI534055,1,50,6,55.0
1249,Nebraska2025,PI595727,PI595727,1,51,6,57.0
1250,Nebraska2025,PI564163,PI564163,1,52,6,60.0
1251,Nebraska2025,SC0747,SC0747,1,52,7,54.0
1252,Nebraska2025,PI655971,PI655971,1,51,7,52.0
1253,Nebraska2025,PI534108,PI534108,1,50,7,58.0
1254,Nebraska2025,PI655970,PI655970,1,49,7,69.0
1255,Nebraska2025,SC0895,SC0895,1,48,7,66.0
1256,Nebraska2025,PI656113,PI656113,1,47,7,56.0
1257,Nebraska2025,SC0235,SC0235,1,46,7,69.0
1258,Nebraska2025,PI533996,PI533996,1,45,7,55.0
1259,Nebraska2025,PI595725,PI595725,1,44,7,51.0
1260,Nebraska2025,PI576428,PI576428,1,43,7,62.0
1261,Nebraska2025,PI534131,PI534131,1,42,7,69.0
1262,Nebraska2025,PI564163,PI564163,1,41,7,61.0
1263,Nebraska2025,SC0923,SC0923,1,40,7,70.0
1264,Nebraska2025,PI533861,PI533861,1,39,7,69.0
1265,Nebraska2025,PI534071,PI534071,1,38,7,50.0
1266,Nebraska2025,PI656058,PI656058,1,37,7,66.0
1267,Nebraska2025,PI576336,PI576336,1,36,7,51.0
1268,Nebraska2025,PI564163,PI564163,1,35,7,56.0
1269,Nebraska2025,PI534057,PI534057,1,34,7,56.0
1270,Nebraska2025,PI533796,PI533796,1,33,7,55.0
1271,Nebraska2025,PI533982,PI533982,1,32,7,66.0
1272,Nebraska2025,SC0582,SC0582,1,31,7,69.0
1273,Nebraska2025,PI533849,PI533849,1,30,7,52.0
1274,Nebraska2025,PI656006,PI656006,1,29,7,67.0
1275,Nebraska2025,SC0741,SC0741,1,28,7,59.0
1276,Nebraska2025,PI576419,PI576419,1,27,7,47.0
1277,Nebraska2025,SC0636,SC0636,1,26,7,69.0
1278,Nebraska2025,PI576413,PI576413,1,25,7,55.0
1279,Nebraska2025,PI595733,PI595733,1,24,7,61.0
1280,Nebraska2025,PI564165,PI564165,1,23,7,69.0
1281,Nebraska2025,PI533896,PI533896,1,22,7,52.0
1282,Nebraska2025,PI564163,PI564163,1,21,7,58.0
1283,Nebraska2025,PI534165,PI534165,1,20,7,67.0
1284,Nebraska2025,PI534062,PI534062,1,19,7,69.0
1285,Nebraska2025,PI655986,PI655986,1,18,7,66.0
1286,Nebraska2025,PI534089,PI534089,1,17,7,69.0
1287,Nebraska2025,PI533857,PI533857,1,16,7,66.0
1288,Nebraska2025,PI534160,PI534160,1,15,7,69.0
1289,Nebraska2025,PI564163,PI564163,1,14,7,61.0
1290,Nebraska2025,PI533850,PI533850,1,13,7,69.0
1291,Nebraska2025,SC0870,SC0870,1,12,7,71.0
1292,Nebraska2025,PI656052,PI656052,1,11,7,69.0
1293,Nebraska2025,PI656072,PI656072,1,10,7,69.0
1294,Nebraska2025,PI534119,PI534119,1,9,7,64.0
1295,Nebraska2025,PI533888,PI533888,1,8,7,66.0
1296,Nebraska2025,PI534027,PI534027,1,7,7,71.0
1297,Nebraska2025,SC0178,SC0178,1,6,7,71.0
1298,Nebraska2025,PI534138,PI534138,1,5,7,56.0
1299,Nebraska2025,PI564163,PI564163,1,54,7,58.0
1300,Nebraska2025,SC0438,SC0438,1,53,7,56.0
1301,Nebraska2025,PI564163,PI564163,1,53,8,59.0
1302,Nebraska2025,PI656018,PI656018,1,54,8,67.0
1303,Nebraska2025,PI656031,PI656031,1,5,8,59.0
1304,Nebraska2025,PI533879,PI533879,1,6,8,62.0
1305,Nebraska2025,PI597961,PI597961,1,7,8,63.0
1306,Nebraska2025,PI533851,PI533851,1,8,8,65.0
1307,Nebraska2025,PI534036,PI534036,1,9,8,69.0
1308,Nebraska2025,PI534048,PI534048,1,10,8,69.0
1309,Nebraska2025,PI534147,PI534147,1,11,8,51.0
1310,Nebraska2025,PI534122,PI534122,1,12,8,66.0
1311,Nebraska2025,PI656101,PI656101,1,13,8,48.0
1312,Nebraska2025,PI534009,PI534009,1,14,8,72.0
1313,Nebraska2025,SC0604,SC0604,1,15,8,59.0
1314,Nebraska2025,PI595719,PI595719,1,16,8,69.0
1315,Nebraska2025,PI564163,PI564163,1,17,8,61.0
1316,Nebraska2025,PI597968,PI597968,1,18,8,62.0
1317,Nebraska2025,PI564163,PI564163,1,19,8,61.0
1318,Nebraska2025,PI595732,PI595732,1,20,8,61.0
1319,Nebraska2025,PI576389,PI576389,1,21,8,61.0
1320,Nebraska2025,PI534005,PI534005,1,22,8,68.0
1321,Nebraska2025,PI533807,PI533807,1,23,8,62.0
1322,Nebraska2025,PI655978,PI655978,1,24,8,62.0
1323,Nebraska2025,PI656065,PI656065,1,25,8,59.0
1324,Nebraska2025,PI534022,PI534022,1,26,8,67.0
1325,Nebraska2025,PI655977,PI655977,1,27,8,61.0
1326,Nebraska2025,PI656017,PI656017,1,28,8,85.0
1327,Nebraska2025,PI533978,PI533978,1,29,8,51.0
1329,Nebraska2025,PI533871,PI533871,1,31,8,62.0
1330,Nebraska2025,PI595740,PI595740,1,32,8,69.0
1331,Nebraska2025,PI576401,PI576401,1,33,8,68.0
1332,Nebraska2025,PI533986,PI533986,1,34,8,52.0
1333,Nebraska2025,PI533776,PI533776,1,35,8,57.0
1334,Nebraska2025,PI533948,PI533948,1,36,8,62.0
1335,Nebraska2025,PI597975,PI597975,1,37,8,55.0
1336,Nebraska2025,PI576437,PI576437,1,38,8,66.0
1337,Nebraska2025,PI597978,PI597978,1,39,8,60.0
1338,Nebraska2025,PI542718,PI542718,1,40,8,58.0
1339,Nebraska2025,PI597949,PI597949,1,41,8,71.0
1340,Nebraska2025,PI533755,PI533755,1,42,8,67.0
1341,Nebraska2025,PI656053,PI656053,1,43,8,61.0
1342,Nebraska2025,PI595721,PI595721,1,44,8,53.0
1343,Nebraska2025,PI564163,PI564163,1,45,8,57.0
1344,Nebraska2025,SC0247,SC0247,1,46,8,64.0
1345,Nebraska2025,PI533936,PI533936,1,47,8,68.0
1346,Nebraska2025,PI534095,PI534095,1,48,8,49.0
1347,Nebraska2025,PI564163,PI564163,1,49,8,60.0
1348,Nebraska2025,PI597967,PI597967,1,50,8,62.0
1349,Nebraska2025,PI534157,PI534157,1,51,8,71.0
1350,Nebraska2025,PI576380,PI576380,1,52,8,69.0
1351,Nebraska2025,PI533782,PI533782,1,52,9,40.0
1352,Nebraska2025,PI595745,PI595745,1,51,9,63.0
1353,Nebraska2025,SC0914,SC0914,1,50,9,64.0
1354,Nebraska2025,PI656088,PI656088,1,49,9,56.0
1355,Nebraska2025,PI533913,PI533913,1,48,9,59.0
1356,Nebraska2025,PI595702,PI595702,1,47,9,63.0
1357,Nebraska2025,SC1170,SC1170,1,46,9,50.0
1358,Nebraska2025,PI656103,PI656103,1,45,9,58.0
1359,Nebraska2025,PI576423,PI576423,1,44,9,66.0
1360,Nebraska2025,PI597979,PI597979,1,43,9,53.0
1361,Nebraska2025,PI564163,PI564163,1,42,9,59.0
1362,Nebraska2025,PI576360,PI576360,1,41,9,66.0
1363,Nebraska2025,PI534166,PI534166,1,40,9,53.0
1364,Nebraska2025,PI533818,PI533818,1,39,9,51.0
1365,Nebraska2025,SC0156,SC0156,1,38,9,67.0
1366,Nebraska2025,PI533813,PI533813,1,37,9,62.0
1367,Nebraska2025,PI595712,PI595712,1,36,9,64.0
1368,Nebraska2025,SC0777,SC0777,1,35,9,61.0
1369,Nebraska2025,PI533894,PI533894,1,34,9,52.0
1370,Nebraska2025,PI656093,PI656093,1,33,9,67.0
1371,Nebraska2025,PI533876,PI533876,1,32,9,46.0
1372,Nebraska2025,PI564163,PI564163,1,31,9,62.0
1373,Nebraska2025,PI534040,PI534040,1,30,9,62.0
1374,Nebraska2025,PI534016,PI534016,1,29,9,66.0
1375,Nebraska2025,SC1442,SC1442,1,28,9,56.0
1376,Nebraska2025,PI533819,PI533819,1,27,9,51.0
1377,Nebraska2025,PI533938,PI533938,1,26,9,63.0
1378,Nebraska2025,PI533928,PI533928,1,25,9,70.0
1379,Nebraska2025,PI564163,PI564163,1,24,9,60.0
1381,Nebraska2025,PI656071,PI656071,1,22,9,68.0
1383,Nebraska2025,PI655982,PI655982,1,20,9,57.0
1384,Nebraska2025,SC0287,SC0287,1,19,9,49.0
1385,Nebraska2025,PI595704,PI595704,1,18,9,66.0
1386,Nebraska2025,PI659691,PI659691,1,17,9,72.0
1387,Nebraska2025,PI564163,PI564163,1,16,9,59.0
1388,Nebraska2025,PI576418,PI576418,1,15,9,69.0
1389,Nebraska2025,PI533916,PI533916,1,14,9,61.0
1391,Nebraska2025,PI534087,PI534087,1,12,9,49.0
1392,Nebraska2025,PI597971,PI597971,1,11,9,56.0
1393,Nebraska2025,PI656023,PI656023,1,10,9,66.0
1394,Nebraska2025,PI533870,PI533870,1,9,9,49.0
1395,Nebraska2025,PI656104,PI656104,1,8,9,61.0
1397,Nebraska2025,PI533877,PI533877,1,6,9,70.0
1398,Nebraska2025,SC0041,SC0041,1,5,9,54.0
1399,Nebraska2025,PI533854,PI533854,1,54,9,67.0
1400,Nebraska2025,PI576337,PI576337,1,53,9,58.0
1401,Nebraska2025,PI595731,PI595731,1,53,10,64.0
1402,Nebraska2025,SC0877,SC0877,1,54,10,58.0
1403,Nebraska2025,PI533915,PI533915,1,5,10,54.0
1404,Nebraska2025,PI533816,PI533816,1,6,10,65.0
1405,Nebraska2025,PI533774,PI533774,1,7,10,57.0
1406,Nebraska2025,PI533991,PI533991,1,8,10,69.0
1407,Nebraska2025,PI533984,PI533984,1,9,10,69.0
1408,Nebraska2025,PI564163,PI564163,1,10,10,68.0
1409,Nebraska2025,PI656106,PI656106,1,11,10,64.0
1410,Nebraska2025,PI533897,PI533897,1,12,10,57.0
1411,Nebraska2025,PI656001,PI656001,1,13,10,67.0
1412,Nebraska2025,BTx399,BTx399,1,14,10,59.0
1413,Nebraska2025,PI533930,PI533930,1,15,10,56.0
1414,Nebraska2025,PI540816,PI540816,1,16,10,69.0
1415,Nebraska2025,PI534001,PI534001,1,17,10,68.0
1416,Nebraska2025,PI533803,PI533803,1,18,10,42.0
1417,Nebraska2025,PI533983,PI533983,1,19,10,68.0
1418,Nebraska2025,PI597976,PI597976,1,20,10,58.0
1419,Nebraska2025,PI576392,PI576392,1,21,10,58.0
1420,Nebraska2025,PI656060,PI656060,1,22,10,66.0
1421,Nebraska2025,PI533808,PI533808,1,23,10,64.0
1422,Nebraska2025,PI534123,PI534123,1,24,10,71.0
1423,Nebraska2025,PI534142,PI534142,1,25,10,55.0
1424,Nebraska2025,PI576349,PI576349,1,26,10,58.0
1425,Nebraska2025,PI655980,PI655980,1,27,10,56.0
1426,Nebraska2025,PI534010,PI534010,1,28,10,67.0
1427,Nebraska2025,PI533905,PI533905,1,29,10,69.0
1428,Nebraska2025,PI533886,PI533886,1,30,10,54.0
1429,Nebraska2025,PI534158,PI534158,1,31,10,64.0
1430,Nebraska2025,PI656094,PI656094,1,32,10,71.0
1431,Nebraska2025,PI595711,PI595711,1,33,10,67.0
1432,Nebraska2025,PI655996,PI655996,1,34,10,64.0
1433,Nebraska2025,PI564163,PI564163,1,35,10,59.0
1434,Nebraska2025,PI533831,PI533831,1,36,10,71.0
1435,Nebraska2025,PI533942,PI533942,1,37,10,65.0
1436,Nebraska2025,PI534145,PI534145,1,38,10,58.0
1437,Nebraska2025,PI576421,PI576421,1,39,10,59.0
1438,Nebraska2025,PI655989,PI655989,1,40,10,66.0
1439,Nebraska2025,PI576339,PI576339,1,41,10,56.0
1440,Nebraska2025,PI656020,PI656020,1,42,10,66.0
1441,Nebraska2025,PI595705,PI595705,1,43,10,57.0
1442,Nebraska2025,PI533994,PI533994,1,44,10,66.0
1443,Nebraska2025,PI153846,PI153846,1,45,10,57.0
1444,Nebraska2025,PI576387,PI576387,1,46,10,59.0
1445,Nebraska2025,PI576366,PI576366,1,47,10,64.0
1446,Nebraska2025,PI533979,PI533979,1,48,10,59.0
1447,Nebraska2025,PI153844,PI153844,1,49,10,69.0
1448,Nebraska2025,PI656090,PI656090,1,50,10,58.0
1449,Nebraska2025,SC0463,SC0463,1,51,10,69.0
1450,Nebraska2025,PI534128,PI534128,1,52,10,69.0
1451,Nebraska2025,PI534017,PI534017,1,52,11,58.0
1452,Nebraska2025,PI533794,PI533794,1,51,11,63.0
1453,Nebraska2025,PI533964,PI533964,1,50,11,68.0
1454,Nebraska2025,PI534039,PI534039,1,49,11,54.0
1455,Nebraska2025,PI656034,PI656034,1,48,11,68.0
1456,Nebraska2025,SC0191,SC0191,1,47,11,57.0
1457,Nebraska2025,PI564163,PI564163,1,46,11,62.0
1458,Nebraska2025,SC0297,SC0297,1,45,11,51.0
1459,Nebraska2025,PI533904,PI533904,1,44,11,66.0
